,x,y,z
0,10.230028,-0.5002466,-0.23652826
0,-7.0898275,-7.33595,-0.27767533
0,2.3469446,0.41236788,7.0134077
0,-0.53490794,9.790445,-3.712764
0,-2.523104,-10.103959,-3.5292706
0,2.2499537,1.962149,8.148434
0,5.5431504,-4.441128,-6.3895617
0,1.2340679,10.003445,4.9888325
0,2.05625,-8.359927,0.8246434
0,-2.134225,-10.41767,-3.3442924
0,0.7733745,5.39813,-7.630236
0,11.071896,-2.816277,6.2664266
0,-8.811363,1.8121576,-3.956808
0,1.4528224,9.616078,2.053736
0,0.8110924,2.9703958,-9.250696
0,1.9363872,-2.5213711,1.5389386
0,-0.86872596,10.072998,-3.0073934
0,-7.364164,-7.085927,0.6480337
0,1.3839923,8.555103,4.5245757
0,3.3764284,-4.726843,-8.340937
0,1.2732714,10.043014,0.4363125
0,-6.0989375,-6.0175986,6.800059
0,-6.195095,-5.7712502,7.2242537
0,1.8423108,-3.868423,1.3314904
0,1.9056427,-1.3215278,1.6059377
0,0.47427168,0.07201314,-9.559539
0,1.6679968,3.8084292,8.745492
0,0.05601295,8.678104,-5.92348
0,11.285358,-1.8052597,4.9757414
0,1.9592141,-8.142557,0.9355487
0,2.3463662,-0.13889779,4.555492
0,0.1419223,8.267824,-6.2789655
0,1.6674714,-9.173624,1.004548
0,1.638514,2.0236835,8.599584
0,-6.748991,-7.6694202,-0.973401
0,-7.5447307,-2.5621276,9.006367
0,2.0279226,-1.2991487,2.2681127
0,-4.310644,-9.421335,-3.1282132
0,-3.022575,-9.957225,-3.4427137
0,10.643467,-2.116423,3.7585235
0,-9.395757,2.4425044,-6.452775
0,1.6118785,-2.9390385,-9.700498
0,-9.157151,3.068909,-7.5066857
0,0.6888594,6.4505944,-7.8499646
0,1.4602925,-10.363108,0.8172104
0,2.488144,-10.137385,0.5372387
0,-0.26800418,9.408023,-4.583401
0,-7.8549967,1.9134754,7.9662786
0,11.139183,-3.0599847,7.073605
0,-5.325169,-8.620572,-2.6158054
0,0.486447,0.86495405,-9.443536
0,-6.295995,3.2415962,1.474667
0,1.8636743,-5.332874,1.2105954
0,1.3789566,8.711397,4.4009624
0,11.036191,-0.80583626,2.6849158
0,1.9841276,-10.268711,-0.084286615
0,-7.4756308,-2.7532544,8.934041
0,-3.949959,-9.143287,-3.3136044
0,1.2530094,10.115382,1.857507
0,-6.4216485,-6.045519,5.7144675
0,-7.0336676,-4.296742,7.9486585
0,0.10909735,10.541155,-1.6316844
0,1.9432299,-1.1888713,1.8186443
0,2.3160758,-0.19638371,3.8407435
0,-7.298187,2.1896055,-1.9493582
0,1.3618861,8.16726,5.028135
0,1.6625483,-4.015498,1.3316798
0,-6.3837757,2.9988294,0.5944572
0,-7.401069,-5.3240128,6.845826
0,8.701999,-1.8264319,-3.455965
0,11.111432,-0.87218153,2.940586
0,-6.1129303,-4.383844,6.7612734
0,10.060431,0.38869774,-1.2878746
0,4.204325,-4.4286566,-7.321674
0,3.694972,-4.21851,-7.5440893
0,-6.416621,2.9443316,0.42298904
0,2.1167274,-1.0085192,2.7519534
0,1.5015857,-9.106605,1.1856172
0,-7.212819,3.3405638,5.760999
0,-8.452791,4.830394,-8.601482
0,2.4987652,1.275233,7.696552
0,-7.9696293,0.97877353,8.558259
0,-2.4701831,-10.583287,-3.2254772
0,-7.9736633,-0.78892815,9.355524
0,1.9653348,-1.8465217,1.8953741
0,1.2098963,10.738226,3.010973
0,2.3269553,-3.734228,-8.269282
0,1.3083421,8.248751,5.544801
1,-6.387301,-6.598461,8.204956
1,-8.12018,6.0675697,-8.440675
0,2.598275,1.589165,7.764397
0,2.1175702,-3.5164585,-9.241363
0,6.916017,-3.6252117,-5.0710826
0,2.1870494,2.3511918,8.267649
0,0.62621844,6.5476255,-7.654743
0,1.3610107,9.427856,3.5444787
0,-8.650847,1.8361517,-3.7888849
0,-1.5882331,-10.682042,-3.1100492
0,-8.407008,4.975733,-8.609934
0,-7.7942333,2.2451446,7.5380325
0,-0.1623531,10.394072,-2.576891
0,9.083281,-1.2373099,-2.9627643
0,0.792879,2.4845645,-9.577329
0,-7.330278,3.2047985,6.079275
0,4.475955,-4.4593725,-7.1506324
0,-6.933237,2.3923793,-1.2713468
0,-7.9846163,-0.5660697,9.258165
0,10.997093,-2.7289543,5.929272
0,7.1914396,-4.265155,-5.4311767
0,-6.8156605,-6.2121196,6.08519
0,-7.2457,3.3070168,5.8184423
0,0.7966025,3.830057,-8.099056
0,11.417834,-1.7686694,5.26222
0,-7.153745,-3.8346987,8.25311
0,2.6267142,-3.8813007,-8.032013
0,11.106067,-1.7529755,4.405821
0,-7.2570815,-7.198651,0.14852953
0,9.960198,-0.6115735,-0.9973833
0,-6.469165,-6.0477834,5.506609
0,6.5727324,-4.2506695,-5.6329327
0,2.3692849,0.017070252,4.207246
0,7.339122,-4.0360556,-5.2252383
0,-6.2059927,-5.4193826,7.4090395
0,1.44324,-2.9604146,-8.1795635
0,0.733164,2.7465813,-8.646286
0,2.8103204,-4.1631794,-8.601625
0,8.940531,-1.5464048,-3.0219193
0,-9.093526,3.2243543,-7.67214
0,1.4522792,5.0285773,8.231091
0,7.347171,-3.6313283,-4.920125
0,-3.5239232,-9.898872,-3.5970888
0,0.33848977,-0.63455313,-9.642868
0,10.501672,-0.06284362,0.32250232
0,1.6124057,-2.9526396,-9.671928
0,1.2807057,9.98792,3.5541904
0,-6.306216,-5.562843,5.5246844
0,1.4046173,-2.9073384,-8.224515
0,1.9158168,-10.375528,0.6133569
0,-9.129451,3.1355236,-7.5871325
0,-6.01683,-7.7681584,-2.1549542
0,11.222672,-2.9502587,7.1037
0,2.0814037,-6.85365,1.136693
0,0.7418343,2.561937,-9.1435795
0,-8.694071,1.8300612,-3.8479636
0,10.747818,-2.2541811,4.280893
0,1.6586181,-10.747589,0.17331053
0,-7.1299667,-7.3210254,-0.10917327
0,-0.18935688,10.472016,-3.06214
0,-8.43515,4.882926,-8.608694
0,1.203906,6.240714,7.5360994
0,1.9867035,0.4667132,7.5715227
0,0.80003643,2.9782705,-9.11442
0,1.5122385,1.9389981,8.664085
0,0.5149796,-0.71031225,-9.617069
0,1.5148144,4.7955556,8.327708
0,10.841525,-2.0314,4.13969
0,2.3874512,-5.3794594,1.5567665
0,10.601653,0.6141631,0.22638437
0,1.870673,-1.2750732,1.4082239
0,-6.46043,2.8936293,0.25909668
0,6.806802,-3.422001,-4.9049
0,-5.4685984,-8.137676,-2.6451738
0,-6.3389993,3.5146742,2.8211682
0,2.0210588,-9.607218,0.32538307
0,-7.519597,2.783757,7.2159204
0,0.32565808,6.5154777,-6.217739
