,x,y,z
0,-6.323251,-3.553636,-6.7672358
0,-3.0761268,4.5939703,-0.29713035
0,0.34925127,-5.672436,-7.7299166
0,-1.3892099,4.784496,8.486905
0,-3.3756247,-0.76274925,3.151028
0,2.6221085,-3.7873268,-9.533079
0,5.350941,5.727999,-3.1124783
0,-0.30632925,-6.276318,-2.4716306
0,15.365832,-7.621259,7.2103634
0,-3.206352,-0.071133584,3.4671917
0,3.7400289,-0.07578561,8.110949
0,-0.2514577,1.268462,-5.853283
0,2.4346323,0.6295842,-6.573561
0,-6.6043057,-9.42423,4.0861435
0,9.474913,0.3548342,5.1163745
0,3.7082727,-0.8555405,1.4564562
0,-1.3827887,5.2136283,7.4573984
0,-3.0417533,5.0247803,-2.3828804
0,-2.403094,-5.54423,29.227936
0,8.78081,2.4189157,-5.05759
0,-1.2408468,-10.08711,2.96523
0,-6.6177707,2.051368,-3.9529722
0,-65.87673,-16.029339,46.647694
0,8.946393,-9.651804,0.8788432
0,2.8777246,-8.027329,-42.911926
0,11.931479,0.30536684,0.6834558
0,2.0901465,-7.131407,-6.064481
0,15.791993,10.040748,18.239883
0,1.0118712,-48.697918,19.64255
0,0.005581945,-8.100342,-6.681398
0,6.716565,1.2792965,2.7774456
0,-0.07285854,3.7151456,7.1326747
0,-3.4237905,-7.7052956,2.180478
0,-0.8500109,6.641445,-12.758007
0,-3.4988906,4.6694202,-1.2999057
0,-14.74453,9.644829,-3.8811302
0,3.8953252,-1.2888794,2.066859
0,-2.9543657,-0.14374837,1.5834261
0,-3.0841746,0.9110503,3.7890615
0,-7.285698,7.4172425,1.8429691
0,4.5894465,-1.5349132,-3.3000536
0,9.143413,2.6825578,14.460376
0,9.470757,3.631887,-0.35393453
0,2.6799908,0.08394611,10.523193
0,-0.36494803,-11.68353,7.214428
0,10.820713,-15.128803,14.987736
0,-0.81741333,4.314373,8.353588
0,-0.8357362,7.7590513,1.6417572
0,-2.2178018,0.914139,-5.2705917
0,-0.10464072,1.6010317,1.7040746
0,13.221191,2.0762327,2.676693
0,-7.384686,-51.352108,48.50498
0,0.97075534,2.4602864,2.1622245
0,-1.5455477,-4.985768,-1.9890782
0,-5.613317,-3.5953953,2.7328727
0,2.1006103,-7.9686694,0.9772205
0,-7.0260415,-4.610744,13.990614
0,4.078215,13.383085,-10.2730255
0,-0.23680174,-6.9534225,-3.3722732
0,-53.861885,-69.70062,-1.9677615
0,-7.7808757,3.156318,-3.9654133
0,-0.8323997,8.111811,14.271493
0,5.977737,-0.6791498,1.4692013
0,-182.83302,89.36376,-1.4165194
0,1.5738049,1.1033772,-8.275383
0,-1.1233507,-4.7539682,-1.8734326
0,2.3917978,0.11674392,2.7041297
0,-7.015031,-2.3118644,-1.0183597
0,-7.2481565,3.2048314,-4.0803137
0,1.9537901,1.9515793,-1.9400373
0,-5.6382856,-3.6203494,2.9326394
0,6.1226697,-14.16537,-19.979753
0,-9.683603,-3.5539007,-3.5085719
0,-20.424755,5.366596,-14.179883
0,6.7586193,4.6879263,-4.3601656
0,-12.0355015,-20.476746,6.1116943
0,6.669441,3.0026553,2.07607
0,23.841412,-4.2736025,-4.9500995
0,-1.451727,5.706469,2.0929208
0,1.478586,8.152513,-2.9583912
0,1.3383673,-3.4438019,-7.2952266
0,-0.29866424,8.393713,2.0516465
0,-3.2979846,-0.3613312,3.5150232
0,0.15439269,8.971044,1.4131261
0,5.9052086,-0.7653543,1.0025046
0,5.06402,6.2601786,-8.15926
0,9.30165,1.701473,-5.0783224
0,-1.1731794,-4.441764,-2.3721507
1,-6.609263,1.9026592,-3.895785
1,2.741186,7.9326897,-4.672955
0,1.8273021,-3.9463615,-7.188714
0,11.123638,4.9251084,-4.2660084
0,5.778669,2.7806396,-3.0348587
0,2.4895508,-6.5853133,-6.251374
0,-145.47382,7.9061923,-79.71454
0,-0.9896081,-5.191269,-1.561816
0,27.634995,-76.100586,21.488882
0,-3.3493378,-0.45721665,3.6999943
0,1.2862101,8.08335,-3.3121629
0,-0.85441345,7.7867947,2.7503407
0,-1.6585184,4.709918,9.174808
0,1.6794759,1.4152857,-1.8008622
0,9.114343,0.5279522,5.209838
0,-1.4400489,5.7064905,2.1894896
0,6.6943502,4.595644,-4.41136
0,1.2874931,1.3150004,-8.604936
0,-6.9109197,18.085863,29.21854
0,-1.836595,0.79183674,-6.051998
0,4.8295636,7.903826,-1.0764965
0,-6.8891473,3.7434568,-4.567055
0,41.351955,-6.3477163,-20.549006
0,5.9592853,3.118216,3.8917415
0,-8.523288,5.911922,1.7199676
0,7.17351,5.4052625,1.8482201
0,-2.44282,5.049625,-5.7740545
0,-8.210453,6.234621,1.705462
0,-4.8746686,4.820851,-4.575744
0,-7.188267,-4.0783987,-7.0566816
0,-6.8742642,4.2858458,-4.68948
0,5.511237,4.7314696,-2.7860346
0,6.506197,1.3734311,2.724906
0,3.7772326,-0.0041706264,-5.569877
0,-7.1664543,2.5492654,-3.8804805
0,-27.008045,47.94448,11.912611
0,7.270831,-0.35650933,10.335734
0,9.6839285,3.21398,-5.0884204
0,1.7308877,1.5830672,-1.911186
0,4.68559,-0.52571934,-7.160233
0,15.560851,92.38281,-46.626087
0,3.734927,13.300277,-5.364941
0,-3.229204,-0.057045132,2.4985118
0,11.72207,-0.028147332,0.3984251
0,-6.6119843,-3.7220044,-7.6283855
0,9.919495,4.6117826,-4.1830387
0,-1.3596201,-5.408145,-1.7222642
0,-6.808828,4.296576,-4.792879
0,10.608225,-2.130502,-4.563365
0,3.5333805,-8.209547,1.9307446
0,6.456885,-6.1656637,-2.351992
0,-4.6804643,0.50459486,-2.6542265
0,-14.609788,-6.2876596,-17.463602
0,7.636657,-5.562863,3.5023198
0,9.067646,0.4163517,5.4269905
0,2.4362562,0.61485696,-7.079837
0,-6.855124,10.052023,2.1314547
0,2.7410746,-6.6925464,1.0877106
0,-3.0022025,4.6863937,-4.0704393
0,-1.6603205,4.959677,8.934015
0,-5.003495,13.876682,-4.2141805
0,-0.65975,-1.4958763,5.5430317
0,30.759539,-3.181836,-136.2943
0,-130.90276,166.42859,-4.9175386
0,1.9409589,-6.567191,-7.630209
0,9.980655,-18.242739,-24.854597
0,3.5174181,-6.0701976,-6.6579175
0,0.11679721,20.774904,1.9468384
0,-3.7475998,22.311195,-31.444754
0,-6.5620847,-3.6363642,-6.140829
0,5.9718995,-0.41075283,1.445822
0,-6.9538455,-2.1736968,-0.9700577
0,1.6829457,5.1884604,-1.3385186
0,-2.66534,3.16492,1.617966
0,-8.862603,-0.3404557,1.7276812
0,2.5163646,-7.9240103,0.9754899
0,-1.2022446,6.7897253,1.6687182
0,3.3442435,0.9453241,10.072028
0,3.1264706,-0.19280955,7.7457523
0,-8.842878,-27.020256,-48.578884
0,-3.817554,-1.560568,0.55035186
0,3.5130434,-1.8610053,3.8096595
0,-112.730644,43.66891,-105.487114
0,1.9013219,0.81187624,-7.40633
0,-6.6279683,2.260643,-3.9292812
0,-11.0365,-3.5543988,-5.4523077
0,2.8295982,-0.7041371,1.7977651
0,-60.599697,-5.889067,74.48647
0,-44.300182,-0.35781476,-56.500504
0,4.0253515,-1.4115543,-4.17449
0,-5.2698073,-23.607384,-10.968555
0,2.5079386,0.075323455,10.580716
0,-6.404326,2.06842,-3.9450228
0,-6.325083,20.754892,-5.134048
0,8.219667,-19.446264,-9.377448
0,-1.7546424,1.2747612,-5.6464386
0,-3.3932707,-0.1773992,2.4171975
0,3.6374047,-0.08031583,7.9870977
0,-9.354383,-2.0287085,-3.0811718
0,2.3469918,0.7222098,-6.98312
0,-7.223884,-2.607759,-0.7199425
0,-21.556694,13.609773,0.8009327
0,11.634129,-0.010039415,0.40199375
0,-1.4440958,5.63726,2.393521
0,3.990772,1.0883136,14.437463
0,10.868244,1.2570935,2.5344176
0,8.319217,7.775273,-3.2511199
0,-1.0233395,-9.657775,3.554471
0,0.10493657,8.878138,1.4917324
0,7.3474507,0.6918705,2.4467084
0,2.1425717,2.1924067,-2.026287
0,32.083817,7.1890807,3.0872586
0,10.169571,14.8316345,3.4416995
0,-3.6162477,-4.4506807,-1.1222888
0,-3.0447273,0.35399795,2.2067237
0,9.899999,3.7204492,-5.340991
0,6.6997814,4.8468394,-4.2053375
0,-3.6546848,5.376101,-2.4251132
0,2.9731803,-7.1344795,-5.4637094
0,-7.0750895,5.9527617,1.6905605
0,-5.64213,-3.592821,2.8718886
0,3.374053,-5.914899,-6.4782267
0,-0.71381354,-3.8159397,6.415337
0,9.027047,4.6136017,-0.95795435
0,-5.6511493,-5.1856046,-6.0433726
0,-14.643472,-19.092798,75.49192
0,3.4496384,-1.3011334,1.9765689
0,4.8073053,5.2273912,-3.1746728
0,-98.82745,-3.9223444,85.395485
0,10.124569,1.7191777,3.31794
0,-0.20282467,-4.2470665,6.3855386
0,-36.704445,-8.442561,-43.531624
0,2.824987,-7.2472243,-0.6304734
0,44.38186,-4.272088,-0.8748757
0,-5.0695424,0.54821825,1.1629404
0,-0.27996248,-6.7617784,-3.3044322
0,2.4823093,0.27071002,10.409721
0,-1.118997,-10.810011,3.6760612
0,0.10605855,8.915119,1.4390026
0,4.006038,-1.4238454,-3.8126924
0,0.026809514,3.0870504,9.398603
0,-9.168905,2.814082,6.505886
0,-7.1499224,2.892669,-4.2314687
0,46.273045,-62.30647,16.776672
0,-0.033484966,-4.2187696,6.955962
0,2.2163978,0.67083704,-6.8205423
0,-6.612565,-3.7036576,-6.5257463
0,11.713233,0.13265957,0.3492514
0,0.049189135,-3.0821881,6.06052
0,0.87056756,1.3077693,-8.579134
0,-0.042919844,8.825283,1.6862386
0,-4.481876,5.541732,-2.4277518
0,-3.8266797,-5.7525644,-6.4506536
0,-1.4420253,4.3661613,9.431653
0,4.811693,0.4794166,8.659367
0,8.576716,40.57882,17.660244
0,-5.6146784,-3.6180105,2.8613782
