,x,y,z
0,11.77241,-1.5130372,-0.21525584
0,-7.3409185,-7.8245616,-0.2618036
0,2.565865,0.8059763,7.6365232
0,0.10574325,10.161438,-4.2065916
0,-2.566937,-10.6581955,-3.7504878
0,2.516276,2.5512297,8.634302
0,6.1911173,-4.23602,-6.9295416
0,1.5033108,10.891766,5.078147
0,1.9455425,-8.837937,0.24337739
0,-2.0987306,-10.859394,-3.481572
0,0.1342863,5.6356916,-8.621535
0,12.557006,-2.8298717,6.8618383
0,-11.276766,1.5991298,-4.670178
0,1.5290638,10.139574,2.1358335
0,0.29977772,2.9969745,-10.198717
0,2.4747572,-3.1127388,2.1666584
0,-0.22362176,10.565483,-3.5047894
0,-7.637326,-7.5214787,0.6933686
0,1.7163706,9.355127,4.714574
0,3.95772,-4.553079,-8.92767
0,1.4524636,10.38691,0.41772267
0,-7.394352,-6.4874067,7.0924764
0,-7.491367,-6.204507,7.530868
0,2.3941922,-4.4929914,1.884133
0,2.634174,-1.8678044,2.2543986
0,0.22363673,-0.0038343468,-10.086876
0,2.0686502,4.528533,9.219662
0,0.7644102,8.805971,-6.3402343
0,12.700968,-1.9779586,5.372469
0,1.9256537,-8.680163,0.45483723
0,2.5448306,-0.46740273,5.320031
0,0.70191324,8.408676,-6.7659864
0,1.5714711,-9.730745,0.24843548
0,1.8915321,2.671023,9.148206
0,-6.987312,-8.27642,-0.9278034
0,-7.8951554,-2.6108305,9.355159
0,2.550186,-1.8581209,2.9939334
0,-4.537057,-10.214732,-3.1742432
0,-3.1235113,-10.569476,-3.5615263
0,12.34299,-2.7344866,4.1341753
0,-12.989077,1.8734959,-6.8533893
0,1.9659401,-2.7787945,-10.253211
0,-13.729391,2.5219836,-7.706429
0,0.8385398,6.49645,-8.45102
0,1.141025,-10.756925,-0.35757166
0,2.0830495,-10.327129,-0.91098493
0,0.41059035,9.659142,-5.042765
0,-8.279724,2.1175687,8.40236
0,12.986131,-3.1104376,7.6258316
0,-5.6381044,-9.42612,-2.6344159
0,0.08450818,0.8299619,-10.1171875
0,-9.576605,3.4833019,1.5399618
0,2.292334,-5.9881015,1.5294787
0,1.6901834,9.502893,4.564802
0,12.447395,-1.477517,2.8396616
0,1.3077099,-10.19228,-1.3170158
0,-7.821355,-2.8135796,9.27591
0,-4.20877,-9.870944,-3.449815
0,1.3687042,10.670647,1.8620176
0,-7.4460273,-6.370723,5.927953
0,-7.8634396,-4.4600797,8.227063
0,0.6865621,10.8052635,-1.8971361
0,2.6294153,-1.7176485,2.4933715
0,2.632016,-0.5427196,4.5485168
0,-10.602908,2.3715894,-2.117826
0,1.7710469,8.9927225,5.252467
0,2.3409526,-4.6988387,2.0959961
0,-9.777935,3.2484276,0.6267533
0,-8.343887,-5.272019,6.9195814
0,10.059123,-2.721532,-3.5923803
0,12.476159,-1.537196,3.1235797
0,-6.7447863,-4.9240594,7.2083287
0,11.947815,-0.74693024,-1.4467416
0,4.8154817,-4.1176033,-7.906406
0,4.302887,-3.8880267,-8.142373
0,-9.818242,3.199387,0.4394036
0,2.543682,-1.5460924,3.5002515
0,1.5290791,-9.784803,0.52663356
0,-8.502275,3.7229385,6.0804534
0,-14.07185,4.4458456,-8.803659
0,2.7350235,1.8022797,8.219921
0,-8.303033,1.1450356,9.031582
0,-2.4444194,-11.047454,-3.178589
0,-8.302463,-0.72379255,9.795965
0,2.5132802,-2.4336083,2.5952876
0,1.359874,11.47621,2.9645011
0,2.7820692,-3.5941737,-8.796148
0,1.7560399,9.123836,5.8064847
1,-8.257592,-6.920733,8.402576
1,-13.220015,5.548798,-8.974113
0,2.847972,2.1386282,8.234925
0,2.5704532,-3.3285058,-9.8004875
0,7.8059373,-3.7421947,-5.5293717
0,2.4757833,2.9717896,8.728339
0,0.7350785,6.636485,-8.277162
0,1.5644785,10.141434,3.6445677
0,-11.324323,1.8197081,-4.4208255
0,-1.4507861,-10.987948,-3.17157
0,-13.996274,4.612795,-8.848176
0,-8.404514,2.5237548,8.020286
0,0.53379613,10.621985,-2.9146774
0,10.652207,-2.1840916,-3.110902
0,0.3906719,2.4586873,-10.481115
0,-8.454399,3.5802243,6.4544954
