,x,y,z,cluster
0,-3.006013,10.798747,-12.839065,0
0,-13.818709,-4.299079,13.32586,0
0,13.860418,-3.5772872,2.524855,0
0,-9.103096,10.353011,8.206563,0
0,-6.9539704,-14.159399,-4.6227207,0
0,13.57163,-5.5110836,10.245144,0
0,7.902985,-6.8047285,-14.676717,0
0,5.1090503,16.331268,-9.006314,0
0,4.6874285,-20.213993,-6.2672906,0
0,-6.3798027,-13.871991,-6.1737585,0
0,-14.5371,-0.2136256,-0.7300014,0
0,-23.19523,-0.1362996,-6.6897407,0
0,6.7229724,15.72276,3.3329382,0
0,-0.3911802,18.613855,-6.410153,0
0,-11.185885,-3.071682,-7.476652,0
0,3.5479016,-11.028265,1.9116609,0
0,-8.289462,12.474532,7.153496,0
0,-10.560171,-3.7764544,16.180777,0
0,3.468783,15.254593,-9.587353,0
0,4.595719,-2.2442462,-18.016472,0
0,-4.5796504,19.06405,-1.5516047,0
0,0.76521665,-12.30388,14.1682825,0
0,2.0991905,-12.225684,14.336843,0
0,5.766001,-14.4164715,2.254937,0
0,2.8344264,-8.776818,0.819824,0
0,-9.119151,0.5432136,-16.951885,0
0,10.293327,-2.3163278,15.789894,0
0,-13.987008,6.8896794,8.675792,0
0,-20.693644,4.2366166,-6.6129303,0
0,4.7994146,-20.35826,-5.8317614,0
0,8.665192,-1.4075755,-1.4105098,0
0,-16.259327,5.51254,5.558965,0
0,5.2014327,-19.35235,-7.5885696,0
0,13.990295,-4.7278485,12.423067,0
0,-15.672381,-4.6982846,10.697201,0
0,18.042854,8.894,-0.21447638,0
0,2.7418556,-7.489378,-0.097402945,0
0,-9.916738,-14.314843,0.669105,0
0,-7.980455,-14.683788,-2.8489554,0
0,-11.049878,11.186116,-6.8869767,0
0,4.060009,14.59063,13.307474,0
0,-2.6726284,2.550252,-19.184404,0
0,0.63024896,11.399885,14.746791,0
0,-15.309922,0.80062914,0.22828789,0
0,2.9383469,-15.441165,-10.597301,0
0,3.0275142,-18.930193,-8.992613,0
0,-10.776965,8.777332,8.838776,0
0,5.520289,2.9869523,8.103167,0
0,-24.037659,-3.493355,-6.400344,0
