,x,y,z,cluster
0,3.639172,0.7253373,-26.732027,0
0,-25.326221,-2.8092556,-7.812125,0
0,-4.72121,-17.217197,7.2813854,0
0,-13.634741,-5.2984,21.69238,0
0,-4.35684,-29.32378,-1.0816905,0
0,-6.090303,-17.5283,17.059818,0
0,-16.241476,1.6966262,-8.510704,0
0,7.5029254,-2.5287318,-2.8606703,0
0,13.34314,-13.722473,12.952419,0
0,-2.5421703,-29.318619,1.4732571,0
0,-18.523718,-14.796496,0.9203284,0
0,-10.118012,8.650834,11.557846,0
0,-14.802484,-4.6034083,-4.5174346,0
0,16.048058,-3.6319382,-5.5255313,0
0,-13.260315,-4.5563593,8.138751,0
0,5.7401333,-15.252419,-9.0853195,0
0,-11.780454,-1.9979595,22.667458,0
0,-30.382076,2.8245432,-4.782989,0
0,7.9882054,-2.3105838,-6.200988,0
0,-22.170046,13.79438,-8.311399,0
0,1.740964,3.617819,28.776047,0
0,2.974418,-10.462132,27.073895,0
0,2.9487047,-8.828957,27.669172,0
0,23.071949,-16.349363,2.9973881,0
0,3.1475585,-15.016116,-11.000206,0
0,-16.643724,7.479424,3.1955943,0
0,2.3247962,-20.032341,12.330231,0
0,-18.027573,-10.541408,14.377785,0
0,-8.407117,13.229893,6.363128,0
0,13.857042,-13.187877,13.5206,0
0,-6.7414017,-9.969241,-1.2275727,0
0,-18.142525,-16.20414,12.375737,0
0,12.00664,-16.625881,13.806334,0
0,-3.4978068,-20.569939,17.836447,0
0,-24.194862,-7.4134855,-10.523285,0
0,-5.287332,-9.014223,20.791168,0
0,0.41957194,-11.160124,-11.482137,0
0,-9.044816,-22.241882,-4.450982,0
0,-5.8653374,-27.63105,-4.2867746,0
0,1.3154429,10.84765,-21.505533,0
0,1.9073304,22.94711,-4.8913226,0
0,-24.943989,13.010758,1.9045751,0
0,16.22619,21.928902,-6.9754663,0
0,-19.935093,-19.578146,2.207312,0
0,13.30362,-23.756233,7.198885,0
0,12.694404,-17.47355,10.408058,0
0,-15.92529,-7.545544,19.491869,0
0,-9.311663,-1.8852322,-0.48390368,0
0,-12.8492985,3.4478064,13.857606,0
0,-16.24297,-19.653067,-5.3240147,0
0,-15.027633,4.278604,4.3558125,0
0,-16.562088,-3.1487083,-20.361816,0
0,22.235338,-13.047196,9.177279,0
0,8.381659,-2.5438857,-5.8654976,0
0,-0.20182669,9.9597645,-22.720621,0
0,12.464573,-21.27493,6.2620907,0
0,-5.5888724,-8.99581,22.043133,0
0,-8.645144,-22.489992,-4.553533,0
0,8.038019,3.6065228,31.079481,0
0,2.4647427,-13.144555,25.05837,0
0,-0.14559048,-4.946764,27.637426,0
0,-5.3957887,4.2043715,23.841572,0
0,0.7891324,-11.723136,-11.699098,0
0,-4.070027,-5.2352695,-5.093154,0
0,-12.596886,-18.949892,-15.894508,0
0,5.339746,-0.23602208,-7.1719394,0
0,22.88769,-16.351175,3.4284961,0
0,-11.558641,-3.0903292,-24.524628,0
0,5.240343,-9.809806,26.033825,0
0,3.098211,-11.501589,-19.410444,0
0,0.039029073,10.176699,-21.90555,0
0,0.5199427,-7.8605785,29.422258,0
0,8.382887,-2.911704,-26.268808,0
0,-20.806274,5.609792,-6.002668,0
0,-22.05743,12.808909,-7.999107,0
0,-10.62963,-3.8486526,-25.679222,0
0,0.4877644,-8.562609,-9.536371,0
0,12.11244,-15.9648695,14.126629,0
0,-8.502841,7.055602,-9.060168,0
0,-4.5498405,15.789706,23.106018,0
0,-7.331996,-16.47117,11.746204,0
0,-7.12872,-3.7116146,4.136673,0
0,-2.8226829,-29.89557,-2.228188,0
0,-6.1508727,-0.43039134,15.150085,0
0,3.1565652,-15.317978,-10.886851,0
0,16.126669,-3.8179014,-4.77534,0
0,-25.290562,12.2824135,-3.3515732,0
0,1.4093045,2.1301496,-3.0657692,0
1,4.3596735,-9.116258,26.781786,0
1,-21.64314,7.184583,14.237835,0
0,-6.7700143,-16.094389,14.675525,0
0,-25.191446,13.7022705,-0.897684,0
0,-1.8504307,0.4164151,-11.585699,0
0,-3.870267,-17.90557,17.86002,0
0,-19.582859,-20.018114,2.8726652,0
0,12.115904,-3.5847378,-4.263715,0
0,-14.090984,-5.3741784,-6.071027,0
0,1.2198238,-27.924173,6.612403,0
0,-5.7040567,15.340161,21.682734,0
0,-8.998017,0.2549264,-1.3864391,0
0,-9.975762,1.1901089,24.145632,0
0,8.323666,-11.312738,-22.703861,0
0,-14.143497,-0.9231086,6.4113154,0
0,-7.345749,6.0258584,-6.9486585,0
0,-18.077581,5.5486536,-6.4653926,0
0,-12.651599,-14.394503,-20.885601,0
0,-6.9742994,-0.6438104,13.960157,0
0,-10.52032,9.531892,9.704493,0
0,-4.9299393,-1.0099449,-9.683678,0
0,3.0636241,-13.777554,24.03861,0
