,x,y,z
0,1.516756,0.3549747,-0.5503427
0,-0.99036354,-0.22541367,0.3525258
0,-0.084387645,-0.015717665,0.02632042
0,0.7380298,0.17471552,-0.2699267
0,-0.7077002,-0.15997525,0.25075
0,0.018555766,0.00815687,-0.010835097
0,1.3657795,0.32002577,-0.4959933
0,0.42373323,0.10197353,-0.15673059
0,-0.4822059,-0.10778206,0.16954507
0,-0.6848478,-0.15449359,0.24221343
0,0.93246573,0.21972226,-0.3399403
0,1.5307975,0.35832837,-0.55563134
0,-1.3948241,-0.3190498,0.49819288
0,0.48734972,0.11668047,-0.17962234
0,1.0610695,0.24949895,-0.38623115
0,-0.36313292,-0.08021775,0.12665114
0,0.71242994,0.1687871,-0.26069456
0,-1.0613648,-0.24188869,0.37812054
0,0.42152113,0.101428434,-0.15592453
0,1.3144028,0.30812803,-0.47745997
0,0.5644682,0.134545,-0.20743208
0,-1.2276098,-0.280344,0.43800005
0,-1.2323675,-0.28144234,0.43970144
0,-0.39356476,-0.08729488,0.137635
0,-0.34083045,-0.075066455,0.11865203
0,1.1868992,0.27862093,-0.43158334
0,0.11005768,0.02933432,-0.043740593
0,0.80867356,0.19106087,-0.29535246
0,1.5300577,0.358074,-0.55516535
0,-0.4751349,-0.10615153,0.1670369
0,-0.20119749,-0.042717192,0.0683319
0,0.83240575,0.1965586,-0.3039028
0,-0.49874708,-0.11161313,0.17550036
0,0.043753304,0.013979247,-0.019889588
0,-0.95781434,-0.21792214,0.3408369
0,-1.2728145,-0.29081735,0.45431164
0,-0.3224379,-0.070797786,0.111986145
0,-0.79123,-0.17932375,0.28084016
0,-0.7389927,-0.16723543,0.26203507
0,1.5284044,0.3576413,-0.55449307
0,-1.3880658,-0.3175115,0.49580893
0,1.251294,0.29356378,-0.4547947
0,-1.3739971,-0.31425515,0.49072692
0,0.9061166,0.21361873,-0.3304492
0,-0.53782034,-0.120637976,0.18962382
0,-0.5138124,-0.11509507,0.18093568
0,0.76381135,0.18068388,-0.27919853
0,-1.3308908,-0.30417427,0.47510004
0,1.5322284,0.358571,-0.5559327
0,-0.8497745,-0.19287702,0.30190295
0,1.1531736,0.27079856,-0.41941008
0,-1.3808452,-0.31581244,0.49318698
0,-0.42549902,-0.094652735,0.14912623
0,0.426081,0.10247704,-0.15756536
0,1.527057,0.35736242,-0.5540519
0,-0.54111665,-0.121409625,0.1908066
0,-1.2686484,-0.28983563,0.4527725
0,-0.78706396,-0.1783459,0.2793598
0,0.5071139,0.12124275,-0.18674873
0,-1.2130808,-0.2769974,0.43277833
0,-1.2451134,-0.28447643,0.44432673
0,0.63467455,0.15078247,-0.23269816
0,-0.3290725,-0.0723362,0.11440021
0,-0.22892816,-0.049159035,0.07833068
0,-1.392663,-0.31856295,0.49745205
0,0.39245468,0.09470379,-0.14545618
0,-0.3949665,-0.08757975,0.13812162
0,-1.3852742,-0.31683418,0.49476334
0,-1.2229775,-0.27929926,0.43632594
0,1.475787,0.34549284,-0.5356037
0,1.5277731,0.35754535,-0.55433893
0,-1.2403902,-0.28332058,0.44260204
0,1.5109051,0.35363418,-0.54826015
0,1.3327981,0.31239548,-0.48410964
0,1.3135695,0.30794215,-0.47717774
0,-1.3860741,-0.3170332,0.49507317
0,-0.29797217,-0.06511016,0.103152
0,-0.49314335,-0.110325724,0.17327167
0,-1.3548462,-0.3098083,0.48383108
0,-1.3343755,-0.3050602,0.47644296
0,-0.035825823,-0.004431009,0.008766925
0,-1.3199209,-0.30172452,0.4712492
0,-0.7092375,-0.16035362,0.2513245
0,-1.2975923,-0.29655325,0.46320042
0,-0.3435042,-0.07566476,0.11959966
0,0.48756456,0.11672983,-0.17972612
0,1.2860111,0.30157766,-0.46724004
0,0.36691886,0.088855416,-0.13631439
1,-1.2292159,-0.28071907,0.43857464
1,-1.299074,-0.2968892,0.46373752
0,-0.0054234224,0.002605722,-0.0022084394
0,1.2690101,0.29764873,-0.4611263
0,1.4165279,0.33178112,-0.51426196
0,0.039208695,0.012931236,-0.018262306
0,0.9053966,0.21344309,-0.3301613
0,0.45701122,0.10962855,-0.1687142
0,-1.3947188,-0.3190283,0.4981842
0,-0.63516843,-0.1432062,0.22463995
0,-1.3285744,-0.30374295,0.4743556
0,-1.3350179,-0.3052345,0.47671443
0,0.6853464,0.16251053,-0.25095212
0,1.4914424,0.34912184,-0.5412466
0,1.105903,0.2598797,-0.4024137
0,-1.3517339,-0.30907598,0.48271996
0,1.3432797,0.3147985,-0.4878187
0,-1.3911548,-0.31821755,0.49693626
0,-1.3004231,-0.29721174,0.46420118
0,1.5310507,0.35831225,-0.55549157
0,1.4126698,0.3308946,-0.5128489
0,-1.2133976,-0.27708656,0.43288243
0,-1.3549355,-0.30979988,0.48384812
0,1.0010571,0.23559317,-0.36463976
0,1.5304458,0.35815063,-0.5552787
0,-1.2556179,-0.28682616,0.44805327
0,1.297963,0.30435693,-0.47157902
0,1.5293237,0.35790765,-0.554872
0,-1.0239947,-0.2332001,0.36466566
0,1.511363,0.35374162,-0.54840523
0,-1.2063723,-0.2754573,0.43036807
0,1.3928092,0.32627866,-0.5057088
0,-0.19838303,-0.04207231,0.06732221
0,1.4236745,0.3334193,-0.5168205
0,-1.2377579,-0.2827158,0.44165942
0,1.2715907,0.2982254,-0.46204594
0,1.0806395,0.2540298,-0.3933276
0,1.2920806,0.30293167,-0.4693535
0,1.4852997,0.34772313,-0.5390757
0,-1.3691449,-0.313102,0.48895797
0,0.18885618,0.04754859,-0.07213024
0,1.430162,0.3349284,-0.51920354
0,-0.757788,-0.17158183,0.268777
0,1.206682,0.28320283,-0.43868253
0,1.5199587,0.35573205,-0.5514844
0,1.2476312,0.29276258,-0.45356128
0,0.46976697,0.112613454,-0.17331666
0,-1.2139602,-0.2771953,0.4330968
0,1.2643229,0.29651952,-0.45936868
0,-0.5322836,-0.119376875,0.18755873
0,-1.3719033,-0.31376338,0.48996297
0,-0.8972642,-0.203875,0.31901357
0,1.5321099,0.35856006,-0.5558868
0,-0.44666064,-0.099566564,0.15677306
0,1.0825316,0.2544533,-0.39399824
0,-1.3946931,-0.319032,0.49818912
0,1.5293593,0.35790214,-0.5548917
0,-0.56059253,-0.12593648,0.19779253
0,-1.0106483,-0.23015091,0.3598345
0,0.7113599,0.16854304,-0.26032346
0,-1.3322012,-0.30456498,0.47568408
0,0.25528988,0.06294604,-0.09607779
0,-0.04512824,-0.0065965736,0.012120805
0,1.0610294,0.24948254,-0.38622627
0,0.043772567,0.013974123,-0.019886877
0,1.2066197,0.28320095,-0.43870082
0,0.17221881,0.043723915,-0.066175506
0,1.5289595,0.357804,-0.5546989
0,-0.41893077,-0.09314721,0.14677724
0,1.5207195,0.3558932,-0.5517552
0,-0.34762117,-0.076657414,0.12108382
0,-1.3868753,-0.31721207,0.49533942
0,1.4212343,0.33288968,-0.5159586
0,-0.8562038,-0.19435811,0.30423987
0,-1.3731984,-0.31404445,0.4904361
0,-0.51309514,-0.11492599,0.18068458
0,-1.3414775,-0.30670515,0.4790499
0,0.8685366,0.20490687,-0.31690556
0,0.98617566,0.23214816,-0.35929042
0,-1.3379742,-0.30591944,0.47775924
0,-0.85140824,-0.19326574,0.30250353
0,-0.40709472,-0.09036848,0.14248274
0,1.2986647,0.30451325,-0.4718162
0,-1.3939446,-0.31879735,0.49791273
0,-1.2356273,-0.28219724,0.440885
0,1.5018286,0.35154653,-0.54500926
0,-0.40122008,-0.08903893,0.14040035
0,-1.3918011,-0.3183419,0.49717063
0,-1.3749442,-0.31443945,0.49107906
0,-1.3943161,-0.31896088,0.4980492
0,-1.291064,-0.29502538,0.4608393
0,0.96812624,0.22798286,-0.35278046
0,-1.227683,-0.2803879,0.43802193
0,-0.88468,-0.200933,0.31451753
0,1.1515558,0.27043316,-0.41883516
0,1.5329543,0.3587544,-0.5562043
0,-0.7679423,-0.17393743,0.27246076
0,0.9245418,0.21789256,-0.33709705
0,-1.3692262,-0.313131,0.4889969
0,-1.394505,-0.3189818,0.49809888
