,x,y,z,cluster
0,1.5724496,0.9951778,-6.4471655,0
0,-5.3011003,-0.84151316,-1.9674424,0
0,-2.1041741,-3.0094013,0.8987113,0
0,-2.6417465,-1.1612519,5.4222193,0
0,-0.7064243,-5.3711276,-0.24778222,0
0,-2.1162157,-3.6547818,2.4308677,0
0,-3.3708582,0.61743814,-1.3755568,0
0,1.457071,-0.79203707,-0.8442612,0
0,1.5505583,-5.214007,3.5440023,0
0,-0.419797,-5.550991,0.05288989,0
0,-4.3027363,-3.7334833,0.98300105,0
0,-2.508565,2.2906277,2.4079561,0
0,-5.8927937,-3.3750238,-1.1625053,0
0,2.1958873,-1.1507039,-0.71077335,0
0,-4.221088,-1.5050743,1.0763494,0
0,1.0586455,-2.6991088,-2.7421033,0
0,-2.358353,-0.73380417,5.6114817,0
0,-6.249182,-0.19454952,-1.5831122,0
0,1.4246736,-0.7746336,-0.8468548,0
0,-4.535305,2.1850204,-0.80088705,0
0,-0.5891733,1.0046095,5.682763,0
0,0.59271497,-2.6285524,6.2555075,0
0,0.6783926,-2.4894993,6.1776676,0
0,3.1846652,-4.240123,2.3240519,0
0,0.7703232,-2.6906445,-2.721189,0
0,-4.749168,0.626951,1.1936909,0
0,-0.6544189,-3.3783586,2.847511,0
0,-3.1793926,-2.0885687,4.8879037,0
0,-2.232239,2.6959229,1.9816473,0
0,1.6494825,-5.1414113,3.536992,0
0,-1.2515423,-2.4926853,-0.8834476,0
0,-4.3543415,-5.1589394,1.9716132,0
0,1.3227627,-5.392865,3.5090535,0
0,-1.8567121,-3.7221034,2.7167902,0
0,-4.7665877,-1.2359809,-1.9853642,0
0,0.42608973,-1.2560035,4.8238807,0
0,0.32698795,-2.668008,-2.5755687,0
0,-1.9959576,-4.3489103,-1.2438196,0
0,-1.1078951,-5.103532,-0.6048767,0
0,1.1139508,2.731417,-5.6174164,0
0,-0.17329471,4.6516323,0.48790774,0
0,-4.9828205,2.043294,0.45560572,0
0,3.9036934,3.6064572,-0.5902999,0
0,-4.3340693,-4.4030347,1.2215197,0
0,0.78569543,-5.966064,2.694158,0
0,1.1631773,-5.5512547,3.3783567,0
0,-2.8530908,-1.5115987,5.2370462,0
0,-1.6826742,0.40358546,1.364255,0
0,-2.8017826,1.7915324,2.8408387,0
0,-2.8845599,-3.2231822,-1.6569773,0
0,-4.5502453,-0.011903952,1.2118186,0
0,-3.739729,0.1442256,-3.908335,0
0,2.825869,-4.4120855,2.94837,0
0,1.5144777,-0.8147319,-0.8467786,0
0,1.1646833,2.5885587,-5.707103,0
0,0.78875226,-5.9696383,2.736786,0
0,0.48997122,-1.3121477,4.9176445,0
0,-1.9422662,-4.4046946,-1.2107034,0
0,-0.10718732,1.2203704,5.4361954,0
0,0.2204722,-3.0619915,6.428505,0
0,0.82626516,-2.0374327,5.8398647,0
0,-1.4937158,0.29096335,5.851158,0
0,0.41200584,-2.6648726,-2.6096354,0
0,-0.83958745,-2.500835,-1.543938,0
0,-4.30164,-3.6744218,-3.6656907,0
0,1.0964081,-0.6542431,-0.812889,0
0,3.1824663,-4.245602,2.3353589,0
0,-3.7641468,-0.7592693,-4.314041,0
0,0.56342727,-2.6825397,6.2886844,0
0,1.0273579,-1.2133876,-5.142307,0
0,1.1347301,2.675294,-5.651062,0
0,0.8026722,-2.204376,5.9858737,0
0,1.633606,-0.06439863,-6.4479403,0
0,-4.0224013,1.4317032,-1.1647961,0
0,-4.526333,2.1699004,-0.80147505,0
0,-3.7594564,-0.93641573,-4.372551,0
0,-0.029904941,-2.6395962,-2.3702533,0
0,1.3674543,-5.3521485,3.5245752,0
0,-1.9742243,1.3504964,-0.7288394,0
0,-3.0909777,2.8596637,5.3320785,0
0,-2.2432644,-3.2845852,1.5366555,0
0,-1.472338,0.095716394,2.1002707,0
0,-0.7554282,-5.3396707,-0.2962791,0
0,-0.6509263,-0.54609686,3.5132906,0
0,0.79169625,-2.6901417,-2.7286015,0
0,2.204363,-1.1479214,-0.6992429,0
0,-4.830642,2.3236365,-0.22526631,0
0,0.36376157,-0.6112787,-0.43107465,0
1,0.61024797,-2.6192493,6.259774,0
1,-4.9803724,1.0957223,4.539375,0
0,-2.2418704,-3.4909768,2.0095563,0
0,-4.923055,2.2503276,0.087051064,0
0,-0.76018757,-0.29006326,-2.9577994,0
0,-1.9783181,-3.7128184,2.632603,0
0,-4.333948,-4.453199,1.2449498,0
0,1.9671669,-1.0335071,-0.78875464,0
0,-5.7908273,-3.4851987,-1.3277861,0
0,0.13673376,-5.8743854,0.7707326,0
0,-3.2237597,2.7741458,5.3053784,0
0,-1.7848699,0.6467081,0.8300053,0
0,-2.043984,-0.31188428,5.762487,0
0,1.3033547,-1.0968144,-5.6805987,0
0,-4.316893,-0.8236733,1.1535149,0
0,-1.9240141,1.2019897,-0.35254842,0
0,-3.8956192,1.258048,-1.211524,0
0,-3.9918225,-2.6576774,-4.29869,0
0,-0.7650787,-0.47032034,3.3690672,0
0,-2.4179325,2.4248052,2.2720501,0
0,-0.9422411,-0.24359772,-2.8280585,0
0,0.18993954,-3.10039,6.4414825,0
0,-1.975532,1.3511938,-0.7280463,0
0,-4.2231827,-2.286173,1.0000678,0
0,-2.2377994,2.6849027,1.9892898,0
0,0.747374,-1.6666728,5.431965,0
0,-4.725415,2.295137,-0.4505011,0
0,1.0512594,2.9058292,-5.4897203,0
0,-5.7541428,-0.529117,-1.8434691,0
0,1.6337376,0.02061616,-6.4563975,0
0,0.13145591,-3.1564608,6.460182,0
0,-2.7695425,0.1537147,-1.6267837,0
0,-1.272531,-2.4949458,-0.84933877,0
0,-0.7959368,-0.28501326,-2.9388456,0
0,0.7792507,-2.2750428,6.037915,0
0,-4.945112,2.234001,0.16484353,0
0,-4.264621,-1.1407609,1.1159973,0
0,-4.797774,2.3326375,-0.31664395,0
0,1.1872292,-1.1959555,-5.443683,0
0,4.9099307,3.5975668,-0.09611747,0
0,-0.15486799,-2.572378,2.1246233,0
0,-0.49989927,-0.38152963,-3.1770856,0
0,-1.5728655,-4.746424,-0.96098524,0
0,-4.8435936,0.95673484,1.1422458,0
0,1.5276622,1.2787824,-6.3863606,0
0,-4.9859138,1.9920003,0.51138115,0
0,2.14262,-1.1229494,-0.7287284,0
0,0.24120165,-3.040426,6.4238462,0
0,-4.9636254,2.1912107,0.25940612,0
0,0.8145374,-5.935698,2.7952206,0
0,4.677824,3.595714,-0.29922852,0
0,-3.70596,-2.1655133,-1.8329647,0
0,-2.7801826,1.8343601,2.8090763,0
0,2.4243479,-4.613393,3.3499916,0
0,-4.268326,-1.1330128,1.1177181,0
0,-5.819553,-3.456113,-1.2851309,0
0,1.0547547,2.8982716,-5.500918,0
0,0.6365352,-6.066783,2.0631704,0
0,-5.5619125,-0.6600269,-1.9106557,0
0,-2.3355489,-0.70135635,5.6291404,0
0,-3.139921,2.8309462,5.3221555,0
0,-0.21856928,-1.5392002,1.0605491,0
0,-2.226447,-3.2236366,1.3941376,0
0,-4.222253,-1.5096458,1.0770195,0
0,-1.8422493,-3.721302,2.724558,0
0,-4.843614,0.9621576,1.1398921,0
0,-0.19107516,-2.7338927,2.2830694,0
0,1.0695597,2.856683,-5.529096,0
0,2.921077,-4.3697186,2.8141387,0
0,1.5135121,1.3562222,-6.356997,0
0,0.8216418,-2.688775,-2.733311,0
0,-3.7468374,-1.0919834,-4.4135857,0
0,-0.7181927,-0.30323237,-2.9930172,0
0,-2.9375753,-3.1502895,-1.6748606,0
0,-3.2207444,1.1574242,-3.1325476,0
0,1.138729,-5.572057,3.352351,0
0,-1.8517883,0.86828566,0.36218956,0
0,-4.351674,-4.9056244,1.6209985,0
0,-4.2537894,-2.8570468,0.96041465,0
0,-1.8048521,0.7031093,0.7089148,0
0,-2.9000773,-3.205854,-1.660838,0
0,3.127501,-4.280214,2.4736865,0
0,-4.755744,2.316626,-0.40774986,0
0,-4.738622,-3.9919066,-2.8635013,0
0,0.75132805,-2.344804,6.084934,0
0,1.5349841,-0.6082831,-6.1942573,0
0,3.1569233,-4.26417,2.4159746,0
0,-4.095744,-3.0907915,-4.1174426,0
0,-3.3530772,1.0018009,-3.2929802,0
0,-3.6137593,4.729833,1.4432331,0
0,-0.24613571,-0.80700094,3.991963,0
0,-4.2732277,-3.2343807,0.95378363,0
0,0.60014546,-2.625434,6.259322,0
0,-3.5504692,-2.3485029,-1.8032571,0
0,-4.542523,-0.03108237,1.2119334,0
0,-3.019657,1.367201,3.147504,0
0,-1.658932,-4.672622,-1.0251182,0
0,-4.299268,-3.830659,1.0154909,0
0,-2.874329,1.4480314,-2.7121017,0
0,-5.4018693,-3.789775,-1.9321756,0
0,-3.73645,0.19810368,-3.8773448,0
0,1.3130716,2.1313844,-5.9958634,0
0,-4.855151,1.0062115,1.125225,0
0,-1.9791865,1.3590083,-0.7518294,0
0,2.191867,-4.7628026,3.4421723,0
0,-1.3010494,-2.4950228,-0.80141133,0
0,-3.6707642,2.4496095,5.1865883,0
0,-0.68656415,0.9431386,5.721214,0
0,-0.80873007,-0.44046217,3.3111963,0
0,-0.5901041,-2.55116,-1.8561913,0
0,0.23640807,-0.74985325,-3.9411585,0
0,-1.6386219,0.32261848,1.5509921,0
0,-4.731024,0.5700585,1.1988095,0
0,1.741226,-0.9230019,-0.8246793,0
0,-2.0104005,-4.339569,-1.250801,0
0,-4.9724374,2.121469,0.35052934,0
0,-3.9609997,1.3510351,-1.1851262,0
0,-6.615706,0.014532334,-1.163858,0
0,-1.1788031,-3.6313565,2.9451854,0
0,-2.2435906,2.6776524,1.9983289,0
0,1.3286765,2.0616724,-6.0329165,0
0,-0.24359003,-2.8916137,2.4399683,0
0,-0.2122505,-1.1927955,0.6479504,0
0,-6.275727,-0.18065788,-1.5615423,0
0,1.6141069,-0.26860026,-6.387873,0
0,-6.8036785,0.10826727,-0.84080404,0
0,1.2158487,-2.7276356,-2.6783907,0
0,-2.9714403,0.27868545,-1.5307139,0
0,1.1409965,2.6574335,-5.6652265,0
0,-4.2060738,-1.7039241,1.0538127,0
0,-0.15341833,-1.01491,0.3940947,0
0,-0.20127134,1.1964673,5.5024276,0
0,0.92939353,-5.806192,3.0375836,0
0,1.2312317,-1.1726035,-5.5301476,0
0,-2.3614192,-3.9384243,-1.4449792,0
0,-0.12969437,1.2234267,5.4586225,0
0,-4.3370986,-4.5466504,1.3003107,0
0,-0.7235668,0.9213197,5.7349286,0
0,-1.0902832,-0.24031368,2.8926165,0
0,-1.9394135,4.987877,0.8441465,0
0,-3.1725333,-2.0757806,4.896035,0
0,-2.904985,1.4275712,-2.7517579,0
0,0.74618334,-2.353031,6.0949674,0
0,-0.41218925,-5.556175,0.06445677,0
0,-0.03529373,-0.86404514,0.12910582,0
0,-5.7374105,-3.530212,-1.410961,0
0,1.4957427,1.4335288,-6.329241,0
0,-4.8219714,0.88101375,1.1587629,0
0,-3.1375082,-2.0104964,4.9394383,0
0,-4.1083217,-3.107102,-4.10884,0
0,-1.072472,-0.25351638,2.9214015,0
0,-6.8241525,0.11045384,-0.78961104,0
0,1.4736743,-0.77514166,-6.0501394,0
0,-2.5526109,-1.0236937,5.4923863,0
