,x,y,z,cluster
0,1.8617842,0.22353502,-2.1798525,0
0,-1.0537909,-0.036900643,1.1905477,0
0,0.12575619,-0.65079,0.2263061,0
0,1.0265266,-0.52719045,-0.8364069,0
0,-0.76284164,-0.24976146,0.985859,0
0,0.2268946,-0.6682153,0.123937935,0
0,1.6200399,-0.04097919,-1.7675295,0
0,0.66864157,-0.6544467,-0.37219155,0
0,-0.43441355,-0.44998077,0.7342859,0
0,-0.7280452,-0.27168787,0.9602749,0
0,1.1978554,-0.4170903,-1.0899143,0
0,1.8942685,0.26830074,-2.240979,0
0,-1.9055808,0.6818931,1.7362703,0
0,0.74005526,-0.6391213,-0.46067274,0
0,1.3377757,-0.30887085,-1.3038278,0
0,-0.23879932,-0.53948164,0.56756043,0
0,1.0051711,-0.5378018,-0.8083377,0
0,-1.1481261,0.03828466,1.2525592,0
0,0.66556484,-0.65469676,-0.36809406,0
0,1.5590391,-0.10598398,-1.6619104,0
0,0.83619064,-0.60551167,-0.5838101,0
0,-1.4692756,0.30108052,1.4602097,0
0,-1.48153,0.30821654,1.4693619,0
0,-0.291235,-0.520929,0.613686,0
0,-0.20110494,-0.5567734,0.53437334,0
0,1.4479468,-0.21485913,-1.4762686,0
0,0.31031814,-0.67749727,0.036607698,0
0,1.0821757,-0.49633503,-0.915975,0
0,1.8934401,0.26508147,-2.2372415,0
0,-0.42353272,-0.45663723,0.7258611,0
0,-0.0038659193,-0.6176647,0.35185844,0
0,1.1012737,-0.48442,-0.94413614,0
0,-0.45849323,-0.43776083,0.75521094,0
0,0.25126165,-0.6685656,0.09601325,0
0,-1.0202188,-0.063490964,1.1677516,0
0,-1.5507629,0.37012523,1.5121527,0
0,-0.16907541,-0.56478095,0.5050537,0
0,-0.8665842,-0.17679009,1.0609672,0
0,-0.8051719,-0.22121689,1.0168962,0
0,1.8706553,0.26015738,-2.2296853,0
0,-1.9118447,0.68215406,1.7415023,0
0,1.5005076,-0.1646851,-1.5638771,0
0,-1.9054068,0.67783344,1.7363573,0
0,1.1699812,-0.43746242,-1.045551,0
0,-0.514244,-0.40698543,0.7980991,0
0,-0.48021716,-0.42455763,0.7710246,0
0,1.046331,-0.51595455,-0.86586076,0
0,-1.6980829,0.49732423,1.6063844,0
0,1.8951312,0.26996768,-2.2438471,0
0,-0.92235076,-0.13758053,1.10072,0
0,1.4176941,-0.24079135,-1.4307892,0
0,-1.8611697,0.63196486,1.7002206,0
0,-0.34499514,-0.49495417,0.6597146,0
0,0.67028683,-0.6540539,-0.37399808,0
0,1.8846413,0.25784472,-2.2267702,0
0,-0.5189067,-0.4046651,0.8018547,0
0,-1.5417298,0.36394826,1.5067842,0
0,-0.86151034,-0.18005113,1.057672,0
0,0.7639092,-0.63046277,-0.49034354,0
0,-1.4431846,0.28029287,1.444919,0
0,-1.49166,0.32579467,1.4785038,0
0,0.9251967,-0.5713407,-0.70046467,0
0,-0.18138899,-0.561914,0.5162042,0
0,-0.036363225,-0.609928,0.38216433,0
0,-1.893648,0.66603917,1.7282104,0
0,0.6318219,-0.6599018,-0.3279363,0
0,-0.29327413,-0.51764274,0.61560893,0
0,-1.8665613,0.6440213,1.71153,0
0,-1.4613761,0.29498163,1.4549205,0
0,1.7916297,0.15012345,-2.0614622,0
0,1.8867074,0.2586554,-2.2265744,0
0,-1.491495,0.32058263,1.474176,0
0,1.8475233,0.2142496,-2.160107,0
0,1.5775334,-0.08292613,-1.6973085,0
0,1.5579346,-0.10571552,-1.6610367,0
0,-1.8682524,0.64560425,1.7138057,0
0,-0.12935044,-0.5801101,0.4684539,0
0,-0.4503711,-0.4425548,0.74726003,0
0,-1.778382,0.5670963,1.6571597,0
0,-1.8875631,0.66684854,1.7249002,0
0,0.17704277,-0.65901893,0.17604266,0
0,-1.6668459,0.46932372,1.5870726,0
0,-0.7645364,-0.24752292,0.98717153,0
0,-1.606527,0.41662648,1.5471276,0
0,-0.20469344,-0.55205226,0.536756,0
0,0.7408618,-0.63651764,-0.46197665,0
0,1.5320985,-0.13322444,-1.6154281,0
0,0.6029073,-0.665412,-0.2935608,0
1,-1.4715705,0.30355322,1.4609984,0
1,-1.858719,0.63553303,1.7149386,0
0,0.2040984,-0.66360754,0.14816295,0
0,1.517784,-0.14790134,-1.5906756,0
0,1.6992476,0.04438865,-1.899,0
0,0.24597311,-0.66951454,0.10485447,0
0,1.1689882,-0.43842024,-1.0453078,0
0,0.7053677,-0.6476856,-0.41710624,0
0,-1.9053738,0.67670864,1.736395,0
0,-0.6548494,-0.31942397,0.90543306,0
0,-1.8845464,0.66068447,1.723269,0
0,-1.7127873,0.51046187,1.6171092,0
0,0.9788435,-0.5503984,-0.7725188,0
0,1.8153485,0.17795275,-2.106284,0
0,1.3771989,-0.27610183,-1.3658819,0
0,-1.7680565,0.55833864,1.6502461,0
0,1.5906538,-0.07062433,-1.7172058,0
0,-1.8864677,0.660221,1.726659,0
0,-1.6122905,0.42480674,1.5519153,0
0,1.8922479,0.26694992,-2.2405977,0
0,1.6903162,0.03603547,-1.8888102,0
0,-1.4445326,0.28085935,1.4440728,0
0,-1.7783675,0.56755996,1.6557785,0
0,1.2756726,-0.35811347,-1.2074633,0
0,1.8875288,0.26681757,-2.2376857,0
0,-1.5171705,0.34187612,1.4911484,0
0,1.5423722,-0.122826256,-1.6346004,0
0,1.8932797,0.26410377,-2.2334983,0
0,-1.0937629,-0.0051233545,1.2167857,0
0,1.8523185,0.21476918,-2.1644158,0
0,-1.43192,0.27116272,1.4365948,0
0,1.6593204,0.0015140348,-1.8350854,0
0,-0.0007349672,-0.6199783,0.35029718,0
0,1.7100816,0.0574709,-1.919932,0
