,x,y,z,cluster
0,6.8273125,-0.522528,-16.51706,0
0,-21.71489,-4.9420485,-17.458893,0
0,-19.766027,-9.999159,19.681913,0
0,9.651232,-2.102765,-6.2561703,0
0,19.3784,-17.557043,1.3559148,0
0,-10.225259,-17.567568,6.8941226,0
0,-23.440266,-1.4793248,3.3631463,0
0,8.756443,-9.024588,-5.2634478,0
0,1.9710763,-13.483619,15.961224,0
0,14.506046,-20.75852,1.4327325,0
0,13.452867,-17.816435,-22.336473,0
0,-5.1131287,8.193946,16.889719,0
0,-15.224651,-9.145134,-6.5715795,0
0,1.4743938,-6.8627357,3.4848826,0
0,-10.92333,-7.643895,10.359146,0
0,17.54289,4.27842,-15.468432,0
0,11.431999,2.1203802,-2.7709632,0
0,-16.051014,6.759618,-19.986208,0
0,3.0511193,-12.785898,-5.8963327,0
0,-20.378191,-18.0537,5.563895,0
0,-0.9950374,7.770049,11.401685,0
0,-1.0655493,-3.4810133,17.54017,0
0,-1.1709921,-6.173878,19.069798,0
0,-3.09067,-1.7044556,-0.46655396,0
0,22.194374,6.7639318,-16.662611,0
0,6.548889,20.62886,-7.2947745,0
0,0.029203465,-15.667513,-17.57087,0
0,-16.647902,-6.7429395,26.3229,0
0,23.217056,12.314132,-7.4663334,0
0,2.9653804,-14.807414,17.54755,0
0,1.9386538,-3.129216,-6.8184366,0
0,-18.10496,-2.1435223,-10.883153,0
0,3.2057364,-16.493908,9.675315,0
0,-7.4249544,-23.464643,1.7267525,0
0,-18.947699,-5.1317267,-25.457245,0
0,9.354361,-1.6030568,7.8269258,0
0,-1.0852765,5.8169565,-24.68462,0
0,-14.827449,-18.505438,20.63181,0
0,24.686373,-15.057228,3.7568393,0
0,-4.22274,-10.766906,-14.951618,0
0,-6.21161,25.915525,-14.256856,0
0,-17.80655,-23.305773,-7.191927,0
0,26.521975,-4.3699574,-13.136653,0
0,-26.724537,-14.642907,4.4670596,0
0,-4.2501116,-5.9657464,-1.6505523,0
0,-0.660719,-11.916525,9.888656,0
0,-7.6823173,-7.931213,24.96837,0
0,-13.479764,12.608278,12.215115,0
0,-16.024267,10.337719,16.988462,0
0,-25.479498,-5.232766,-4.0984507,0
0,3.6598897,-1.7765068,27.197533,0
0,-15.943116,-26.156559,-0.22583869,0
0,15.665569,-19.676737,19.56601,0
0,3.1335995,-12.581608,-5.266407,0
0,-5.7187214,-7.0063834,-17.065842,0
