,x,y,z,cluster
0,0.78944737,0.16049717,-3.7191474,0
0,-4.2199464,0.0044100713,-3.934909,0
0,-3.3878086,-1.2978307,3.163172,0
0,0.9786104,-1.1562619,-2.6685388,0
0,5.1749654,-2.4191396,0.015394249,0
0,-2.5353832,-3.3893397,1.9292492,0
0,-2.7267537,-0.47300616,1.4698334,0
0,1.7300986,-2.6102157,-1.6585741,0
0,0.15571518,-4.176061,0.17396267,0
0,4.7103972,-2.8334985,0.2836712,0
0,0.20622565,-3.3762233,-4.6808076,0
0,-1.917519,2.0610456,4.008703,0
0,-2.8559196,-2.5021791,-0.68673956,0
0,0.42075408,-1.3407798,-0.044039868,0
0,-1.5677447,-2.0710716,2.360366,0
0,3.8081534,0.3164092,-4.417249,0
0,1.0362004,-1.1111296,-2.5336268,0
0,-3.7804766,1.7442293,-4.0714507,0
0,1.565185,-2.511616,-1.4950988,0
0,-3.1433666,-2.6309326,0.27092788,0
0,-0.0886748,2.1303086,2.881978,0
0,0.5994398,-1.1344271,3.4095566,0
0,0.72107583,-1.2716923,3.6107457,0
0,0.69339204,-0.7937796,-1.4839591,0
0,3.8696969,0.3307717,-4.449167,0
0,1.6703048,4.164684,-2.7574496,0
0,0.13437821,-2.9734821,-2.3169658,0
0,-2.6152642,-1.1314939,4.7231417,0
0,4.3267565,2.197532,-2.9647014,0
0,0.12860848,-4.175368,0.23729068,0
0,-0.88303477,-1.4677124,-2.2660549,0
0,-2.182596,-0.33722055,-2.2845197,0
0,0.3219488,-4.166469,-0.18647762,0
0,-1.8615545,-4.040178,1.0603554,0
0,-2.8192606,-1.3429179,-4.7405186,0
0,2.2086043,-0.58041644,1.0667446,0
0,-0.78797686,1.4629894,-4.646794,0
0,-2.2106962,-4.109289,3.5693705,0
0,5.4336863,-2.115357,-0.1921663,0
0,-1.7697946,-2.3838778,-2.687727,0
0,-0.4818668,5.349436,-1.6862738,0
0,-3.4608026,-1.5586777,-1.9973483,0
0,4.654913,-0.004322527,-2.8681974,0
0,-5.642108,-2.0288,0.3147455,0
0,-0.35517788,0.12775153,0.37136865,0
0,0.42519346,-4.160598,-0.31241813,0
0,-2.4060857,-1.4177976,4.51376,0
0,-1.5682693,1.5580863,1.8259017,0
0,-2.7859895,1.5755118,3.6606932,0
0,-4.99149,-1.6102489,-1.7934897,0
0,-0.63369423,-0.78052056,4.549497,0
0,-3.8054876,-4.2875376,-0.34192044,0
0,3.8051503,-3.0992136,3.7561972,0
0,1.4933364,-2.4539793,-1.401402,0
0,-1.7070351,-2.1418638,-2.9670644,0
0,-0.32141623,0.24623987,0.35488302,0
0,2.2058644,-0.58923477,1.2661974,0
0,-2.2111242,-4.1093483,3.5710585,0
0,-0.09417831,0.30577213,1.3546342,0
0,0.46635082,-0.7495067,2.867282,0
0,1.6456965,-1.6609468,4.170422,0
0,2.11929,1.4535595,4.1528754,0
0,-0.7837592,1.4670438,-4.666869,0
0,0.69617236,0.25614798,0.9708084,0
0,4.379641,1.2614042,-1.5593461,0
0,1.8679255,-2.7156477,-1.8469706,0
0,0.6977374,-0.7956427,-1.4776492,0
0,-0.66652524,-5.9498525,0.32033655,0
0,0.5496251,-1.2629493,3.5677326,0
0,-0.16923627,-1.3938688,-5.0667076,0
0,-1.7255894,-2.221018,-2.88427,0
0,1.4237931,-1.6831542,4.2502337,0
0,2.0405498,-0.36115995,-3.4456925,0
0,-2.1441267,-1.2457241,0.995026,0
0,-3.1084697,-2.557468,0.23380496,0
0,-0.5297692,-5.960828,0.25441447,0
0,-0.78477335,1.4028347,-4.4076304,0
0,0.29873592,-4.163874,-0.15033841,0
0,-0.6881588,0.22500823,-5.83776,0
0,2.2601526,0.112232774,5.704204,0
0,-3.1113517,-2.2358205,2.883984,0
0,-3.2790473,0.26969948,-1.3703557,0
0,5.218242,-2.383153,-0.009025713,0
0,1.8143712,2.0699422,2.879305,0
0,3.870238,0.3299696,-4.441218,0
0,0.3946299,-1.2740395,0.020692876,0
0,-3.306215,-2.1131551,-1.0003906,0
0,2.64827,-1.586841,-0.14110607,0
1,0.6212514,-1.2355978,3.544315,0
1,-4.7755823,1.8683492,2.3827672,0
0,-2.8614259,-2.8791528,2.445608,0
0,-3.4156904,-1.7769263,-1.6600592,0
0,2.4052987,1.0579152,-2.495579,0
0,-2.1098216,-3.832048,1.3186812,0
0,-5.6412663,-2.0271444,0.31627038,0
0,0.9163052,-1.9117455,-0.6542716,0
0,-2.5154932,-2.8247967,-0.7885672,0
0,1.0297898,-3.3441916,0.24983034,0
0,2.1828644,-0.021845553,5.7499,0
0,5.372907,-2.2991276,1.8802284,0
0,2.4537826,0.13466693,3.0461442,0
0,0.7269656,-1.2705678,-5.0420976,0
0,-1.1166561,-1.5604196,3.3999631,0
0,-1.3749273,1.4039761,5.4435954,0
0,-2.2285976,-1.0368025,1.134668,0
0,0.80301964,5.818282,0.6877033,0
0,-2.347355,0.85654926,0.6999357,0
0,-1.8640156,2.0822697,4.0133886,0
0,2.7130046,1.2928823,-2.6302483,0
0,0.41854817,-0.6429299,2.6765158,0
0,-0.6876802,0.22435299,-5.840637,0
0,-1.850773,-2.373317,1.6817452,0
0,4.317371,2.1955206,-2.9580204,0
0,2.0068069,-1.3557539,3.573327,0
0,-3.19796,-2.3517044,-0.37496078,0
0,-1.8958945,-2.7890234,-2.1565404,0
0,-4.236723,0.760315,-3.9082444,0
0,1.9355158,-0.25545707,-3.3991032,0
0,0.449293,-0.65306133,2.746018,0
0,-3.6646478,0.27808872,1.7819213,0
0,-0.87995213,-1.4657717,-2.266164,0
0,2.682301,1.2628214,-2.6164076,0
0,1.3730234,-1.6619186,4.22506,0
0,-3.5370424,-1.3995498,-2.2922664,0
0,-1.2939186,-1.8158741,2.9346154,0
0,-3.3369493,-2.3052242,-0.8483238,0
0,0.07036495,-1.3595649,-5.1453786,0
0,3.5757487,-0.57815933,-3.57951,0
0,-0.20540681,-2.1225514,-1.3803048,0
0,1.2303741,0.44311675,-2.1334152,0
0,-2.2120347,-4.112837,3.5809975,0
0,1.2069285,4.3453465,-3.0180624,0
0,0.52134097,0.16885579,-3.8038566,0
0,-3.4605315,-1.5609543,-1.9995869,0
0,0.4371623,-1.2691122,0.018768977,0
0,0.47178388,-0.769876,2.8959699,0
0,-3.5508687,-1.3542789,-2.3658528,0
0,-0.32728422,0.22052844,0.35796812,0
0,4.0947766,-0.2724764,-3.2406523,0
0,-4.731448,-2.781041,-1.948383,0
0,-2.763426,1.5924956,3.678474,0
0,3.0832841,-1.0905291,4.627017,0
0,-1.2994999,-1.8219433,2.9217544,0
0,-2.60922,-2.7392628,-0.7587852,0
0,-1.8844523,-2.7533693,-2.205181,0
0,-0.46049988,-0.486203,0.42123497,0
0,-4.2704926,0.4693099,-3.8833308,0
0,1.0390046,-1.109126,-2.5224245,0
0,2.2362914,0.07133453,5.715945,0
0,-2.4502385,2.6459985,1.6519473,0
0,-3.2211466,-1.9126743,3.0607684,0
0,-1.5698975,-2.0729296,2.3552558,0
