,x,y,z,cluster
0,-13.695269,16.70704,2.939873,0
0,-20.754263,-7.883321,-5.2741675,0
0,-0.45695454,-11.555764,7.8278484,0
0,-3.5057046,4.983448,20.544691,0
0,-11.607853,-16.603573,2.175787,0
0,13.667754,-3.8849375,3.76392,0
0,-18.253372,0.28384572,14.650511,0
0,0.5706545,0.41232315,-20.53419,0
0,8.53973,-19.197372,4.832207,0
0,-10.619109,-16.378048,-2.7600214,0
0,1.0373713,-4.7991495,2.1206903,0
0,5.0041084,1.1329552,-1.2562089,0
0,-15.319642,-8.875947,-12.56904,0
0,4.2722354,10.099041,-3.3062012,0
0,-5.285434,4.815671,8.317879,0
0,9.126412,-5.0421157,-3.054922,0
0,1.0589229,8.077253,18.905075,0
0,-18.189507,-12.375451,1.2147408,0
0,0.23169765,-0.061668683,-17.106873,0
0,0.8002255,-8.961099,-20.649893,0
0,5.021635,8.960061,7.6206775,0
0,11.909417,-4.011471,12.239555,0
0,13.128075,-2.7024188,13.408357,0
0,16.678263,-10.069052,-10.033381,0
0,5.230729,-3.2887287,-7.420683,0
0,-4.282905,21.05336,-7.398543,0
0,7.344879,1.9544975,10.3976345,0
0,-8.6466875,-3.595543,11.458009,0
0,12.234765,6.712947,-5.8885083,0
0,8.567801,-19.201035,4.8021,0
0,-11.52977,-8.177015,-1.104155,0
0,11.314896,-15.930566,-7.11811,0
0,7.1980295,-19.91245,8.921226,0
0,14.811558,0.8241521,2.51376,0
0,-19.58321,1.6534716,-7.49354,0
0,1.4650824,21.460924,-3.6807315,0
0,3.1081355,-5.2091017,-7.0805755,0
0,-14.748868,-9.723642,13.050153,0
0,-12.06386,-16.895899,5.6068273,0
0,-3.6294634,9.77477,-4.1693273,0
0,0.7326629,18.803902,4.2814045,0
0,-7.930402,12.106509,-17.119246,0
0,-0.06187743,16.853477,11.924602,0
0,-0.12867802,-8.680579,0.50499225,0
0,-2.8501651,-20.829578,1.9614402,0
0,1.2974176,-17.619253,6.0962424,0
0,-5.7109385,1.4505523,16.144487,0
0,7.3311124,4.660293,-11.017758,0
0,-1.7765627,0.7531472,-1.5439435,0
0,-13.377231,6.7116413,-7.798897,0
0,-7.7348304,21.748344,1.3333519,0
0,2.8903553,10.04442,-21.370665,0
0,19.5228,-9.539959,-1.9681355,0
0,0.35311216,-0.0021984323,-17.071293,0
0,-3.1327133,8.897815,-0.85610515,0
0,-2.9482212,-16.794209,-0.6389525,0
0,4.1109796,22.886309,-2.8649392,0
0,-14.719474,-10.09416,13.421808,0
0,4.343686,7.883867,0.25306603,0
0,6.0221224,-7.424413,18.51462,0
0,16.855328,4.2426257,10.664751,0
0,11.300776,10.442235,16.028513,0
0,3.4002712,-5.0735836,-7.0790467,0
0,-10.528279,-9.024881,-6.034727,0
0,0.0640713,16.355434,-12.667049,0
0,-3.2758653,-2.171404,-17.742409,0
0,16.699997,-10.101101,-10.036452,0
0,7.1690426,12.076519,-16.207304,0
0,12.605226,-2.9694154,17.20896,0
0,8.057952,-5.5563993,-17.687178,0
0,-3.5876057,9.507495,-2.4064429,0
0,16.867115,1.041137,10.006077,0
0,22.896881,-2.9243002,4.138112,0
0,4.5987606,-17.883814,-13.723749,0
0,1.0085127,-10.115247,-20.042084,0
0,8.331827,12.261581,-14.940478,0
0,0.94008166,-5.949175,-7.0913663,0
0,7.963598,-19.864773,8.241009,0
0,-6.4919753,-11.249081,15.8644495,0
0,-9.096376,9.579252,17.144604,0
0,8.49363,-7.86336,5.4840813,0
0,1.1645774,8.784775,-12.899275,0
0,-11.892593,-18.003378,1.1347468,0
0,16.088335,16.59091,1.7101246,0
0,5.260813,-2.9879544,-7.707974,0
0,4.2669454,9.879731,-3.0735848,0
0,-7.478229,3.9213464,-18.232574,0
0,-7.8329387,-5.1100984,-18.075315,0
1,13.102616,-2.632658,14.933062,0
1,-16.509935,11.7502575,10.623321,0
0,10.850254,-8.725311,4.1470957,0
0,-7.6450024,7.310178,-18.95967,0
0,18.106134,0.16791262,-7.9055147,0
0,13.880223,-0.38156632,3.2136374,0
0,0.52740073,-8.18028,0.7735468,0
0,4.83769,2.0359287,-17.011011,0
0,-15.507096,-7.5092845,-12.668759,0
0,-8.229042,-18.693733,-7.3667836,0
