,x,y,z
0,10.936051,1.8564779,-3.1368387
0,-5.3815556,-0.81976813,1.3587848
0,0.03481067,-0.02648584,0.04755236
0,4.5680084,0.68779355,-1.3913238
0,-3.9402454,-0.59888417,0.96876377
0,0.5070393,0.048444178,-0.095889084
0,8.878535,1.3880825,-2.6891532
0,2.5893776,0.38579154,-0.7664564
0,-2.4777873,-0.4705165,0.78776175
0,-3.8105764,-0.5794396,0.9415907
0,5.801752,0.8783809,-1.7738491
0,11.924642,1.8762182,-3.2649198
0,-10.677269,-1.59886,3.8976781
0,3.0136516,0.45111537,-0.9007219
0,6.5436373,0.9976057,-1.9985913
0,-1.4893882,-0.2282018,0.49819726
0,4.3991733,0.66187906,-1.3367528
0,-5.751064,-0.8740098,1.4856222
0,2.5731304,0.38237277,-0.7606733
0,8.385585,1.3043323,-2.5948226
0,3.5139933,0.52756476,-1.0603645
0,-6.8269587,-1.0598606,2.0776632
0,-6.8810396,-1.0313281,2.123441
0,-1.7438363,-0.15761875,0.5656396
0,-1.3260671,-0.26872182,0.40810037
0,7.32569,1.1258451,-2.2371244
0,0.93312454,0.11617629,-0.22844836
0,5.025473,0.7564695,-1.5339837
0,11.634837,1.9671949,-3.6539223
0,-2.463417,-0.46181583,0.5542186
0,-0.51110137,-0.10499371,0.20639
0,5.16691,0.77883965,-1.5782008
0,-2.6667724,-0.39024436,0.6283903
0,0.6238382,0.06686007,-0.13247341
0,-5.2254505,-0.7980744,1.3048166
0,-7.4815025,-1.0179194,2.2113051
0,-1.2095634,-0.19514576,0.3794573
0,-4.3941693,-0.6721789,1.0700493
0,-4.1148105,-0.6275575,1.0051883
0,11.428475,1.9989079,-3.6234913
0,-11.30207,-1.7373545,3.1622763
0,7.8095565,1.19674,-2.4364607
0,-11.433726,-1.7712045,2.7797673
0,5.6314855,0.85101694,-1.7216285
0,-2.9523394,-0.4338116,0.754369
0,-2.7563992,-0.43155408,0.8096681
0,4.7408547,0.71351635,-1.4448326
0,-8.282739,-1.223161,2.8677533
0,11.989022,1.9158475,-3.5935633
0,-4.697616,-0.7165929,1.1466439
0,7.1005716,1.0868777,-2.172061
0,-9.388369,-1.3585749,3.7915902
0,-2.0620131,-0.29972768,0.3747771
0,2.60432,0.38723886,-0.76912993
0,11.476038,1.8801932,-3.075189
0,-2.9688315,-0.48447087,0.77793044
0,-7.461286,-1.0308542,2.1222026
0,-4.3738885,-0.6697542,1.0662237
0,3.1424017,0.47029066,-0.9418421
0,-6.7348385,-1.0057712,1.864883
0,-7.165585,-1.2030047,1.922517
0,3.9407191,0.59256464,-1.194666
0,-1.2492427,-0.23602201,0.38851282
0,-0.6589078,-0.13588986,0.24237107
0,-10.143559,-1.4916471,4.0044594
0,2.3868086,0.35488728,-0.70312786
0,-1.7973543,-0.09956684,0.42317542
0,-9.579696,-1.3897516,3.8851624
0,-6.898388,-1.083364,1.7888763
0,10.115138,1.5978988,-3.045405
0,11.554767,1.6912661,-3.0934403
0,-7.1085234,-0.87298095,1.969226
0,10.774837,1.5455699,-3.258311
0,8.563922,1.332881,-2.6070118
0,8.385861,1.3008904,-2.5598998
0,-9.621214,-1.3963581,3.9040282
0,-1.0537256,-0.16117525,0.34522146
0,-2.638495,-0.28289515,0.5994566
0,-8.715106,-1.2691524,3.2583463
0,-11.411353,-1.7876655,1.7833238
0,0.25960556,0.008302109,-0.020936543
0,-8.117003,-1.1958736,2.71863
0,-3.9473453,-0.6046847,0.96959245
0,-7.7554793,-1.1943126,2.484462
0,-1.3530977,-0.21015474,0.4272157
0,3.005444,0.4530031,-0.9069365
0,8.131514,1.2626191,-2.4594219
0,2.241589,0.3300129,-0.654065
1,-6.9022994,-1.2615638,1.9220195
1,-11.39462,-1.7905396,1.4914542
0,0.39796457,0.030739443,-0.062694825
0,7.970599,1.2281342,-2.4732583
0,9.403869,1.4761112,-2.8375564
0,0.60460335,0.06330238,-0.12586816
0,5.6233435,0.85022694,-1.7201366
0,2.807693,0.4196372,-0.83709955
0,-10.635218,-1.5902274,3.9176824
0,-3.5397322,-0.5437025,0.89053774
0,-11.40862,-1.7883084,1.7303436
0,-8.358827,-1.2290106,2.935526
0,4.2421765,0.6380856,-1.2888044
0,10.355037,1.6340873,-3.125466
0,6.814445,1.0410547,-2.0800579
0,-8.657026,-1.2609769,3.2041953
0,8.659146,1.350649,-2.6343322
0,-9.973709,-1.4593971,3.9906979
0,-7.8079867,-1.1793476,2.5019314
0,11.830073,2.0386152,-3.3284178
0,9.360245,1.4683883,-2.8337033
0,-6.736041,-1.0460346,1.8598609
0,-8.716907,-1.2681556,3.2588646
0,6.2003107,0.9415334,-1.8964491
0,11.730479,1.632309,-3.6183445
0,-7.295563,-1.199584,1.9940612
0,8.245835,1.2818516,-2.495916
0,11.657883,1.545341,-3.4172227
0,-5.552631,-0.8446137,1.4157789
0,10.780857,1.7613716,-3.1437557
0,-6.674889,-0.9987085,1.8266253
0,9.1482115,1.4324293,-2.772336
0,-0.5023878,-0.11051675,0.19878067
0,9.48411,1.4886979,-2.8666353
0,-6.9615083,-0.9599109,2.1454582
0,8.026343,1.2540793,-2.3246937
0,6.662422,1.0166743,-2.0347133
0,8.177889,1.2672114,-2.5222626
0,10.259257,1.6221907,-3.0848994
0,-11.448756,-1.7771597,2.6419895
0,1.3054155,0.1768351,-0.34855127
0,9.556531,1.5031083,-2.880031
0,-4.217808,-0.64358085,1.0258241
0,7.4606566,1.1500905,-2.2653482
0,10.987425,1.8040019,-3.457279
0,7.793698,1.1924478,-2.3993366
0,2.898259,0.4327897,-0.86290973
0,-6.7681737,-0.972442,1.8263673
0,7.951021,1.2448925,-2.3355443
0,-2.9049404,-0.43639117,0.7710983
0,-11.441585,-1.774006,2.7253115
0,-4.9344807,-0.75286365,1.2158144
0,12.001232,1.784479,-3.534643
0,-2.1537035,-0.46618345,0.7696173
0,6.672041,1.018075,-2.038979
0,-10.649942,-1.5932177,3.911174
0,11.549477,1.8263981,-3.70718
0,-3.1001718,-0.46855384,0.80345285
0,-5.4825606,-0.8358615,1.3940208
0,4.398773,0.6613018,-1.3374653
0,-11.41028,-1.7879248,1.7622428
0,1.6401628,0.23126185,-0.45729867
0,0.21031219,0.0019841103,-0.0064120577
0,6.5443516,0.9977401,-1.998899
0,0.62339497,0.067131974,-0.1318447
0,7.467409,1.1507254,-2.2733948
0,1.2252517,0.16374381,-0.32380334
0,11.556796,1.5871956,-3.5949633
0,-1.9518771,-0.50769985,0.4612808
0,11.072718,1.5554113,-3.4190173
0,-1.3693223,-0.3205572,0.41298229
0,-9.663481,-1.4036808,3.9189205
0,9.453281,1.4827011,-2.8514693
0,-4.7300024,-0.72106016,1.156665
0,-9.134912,-1.3218708,3.6180677
0,-2.7578473,-0.48253575,0.72799766
0,-8.47371,-1.245254,3.0263917
0,5.3946085,0.81431717,-1.6491587
0,6.115107,0.92840385,-1.86933
0,-8.412281,-1.2329706,2.975086
0,-4.7074795,-0.71780974,1.1517417
0,-1.8275977,-0.54293793,0.49748063
0,8.240719,1.275713,-2.5460906
0,-10.347906,-1.5321378,3.9956427
0,-6.937897,-1.2452178,2.0586174
0,10.560193,1.683774,-3.1337283
0,-1.7836255,-0.1902894,0.6955124
0,-10.034826,-1.4707106,3.9979982
0,-9.186989,-1.3289862,3.656383
0,-10.9189005,-1.650486,3.7317257
0,-7.6874194,-1.0994107,2.4019172
0,5.9987125,0.9099408,-1.8358963
0,-6.821862,-1.1308715,2.0726945
0,-4.8723884,-0.7441738,1.1978703
0,7.09144,1.0859228,-2.1677625
0,12.144685,1.8787146,-3.5076299
0,-4.2700562,-0.6533492,1.0429066
0,5.7514505,0.8700404,-1.7580537
0,-9.027916,-1.3080004,3.5330994
0,-10.515993,-1.5660741,3.9603353
0,-9.382466,-1.3575815,3.7903314
0,11.264609,2.0840073,-3.2689002
0,7.4984255,1.1566936,-2.2758636
0,-8.718748,-1.268957,3.2677422
0,-2.3357465,-0.16350183,0.6994755
0,-0.46111417,-0.10285572,0.18801926
0,-11.406896,-1.7888846,1.6878756
0,3.552919,0.5334349,-1.073002
0,-7.835744,-1.1645634,2.5166476
0,-0.76456195,-0.14617997,0.27672544
0,9.869855,1.5517251,-2.966247
0,-8.223394,-1.2160611,2.8074868
0,7.291329,1.1198394,-2.2278721
0,2.6929195,0.40242338,-0.7990346
0,-4.405481,-0.67307276,1.0741322
0,7.871803,1.2132822,-2.4550526
0,8.6449375,1.350442,-2.622746
0,-5.982256,-0.90905964,1.564457
0,0.76126003,0.087903105,-0.17452319
0,11.735175,2.080003,-3.2999141
0,11.24497,2.0237494,-3.2159424
0,1.1632793,0.15425788,-0.3045474
0,1.8237586,0.26185083,-0.5167834
0,-5.75079,-0.8753274,1.4863462
0,10.6687355,1.6496723,-3.0965407
0,-6.097968,-0.9260702,1.6049852
0,-1.6325679,-0.24726926,0.7099638
0,9.07469,1.4198313,-2.7480636
0,11.531364,1.5563169,-3.1834588
0,6.460253,0.98279285,-1.9750854
0,1.9127402,0.27511364,-0.54568505
0,3.3013327,0.49559575,-0.9923109
0,-2.8378427,-0.40068838,0.79936975
0,10.299246,1.6286405,-3.1064231
0,-4.530777,-0.6911099,1.1043428
0,3.1836026,0.4772456,-0.955219
0,5.5956335,0.8470155,-1.7077838
0,3.5734036,0.5367973,-1.0792084
0,-7.947761,-1.1617082,2.5735993
0,-11.132936,-1.6979054,3.4685762
0,4.9841847,0.7508498,-1.5203116
0,-9.04125,-1.3095099,3.544483
0,-7.0036545,-0.8963741,2.0069354
0,-3.8067174,-0.58038276,0.940282
0,2.0145798,0.29119438,-0.577388
0,-10.614888,-1.5860016,3.9261544
0,11.043416,1.8638687,-3.52444
0,7.416289,1.1411954,-2.2646477
0,4.9313626,0.742543,-1.5040207
0,-10.043162,-1.4723128,3.9986079
0,-7.929185,-1.187359,2.5874949
0,-6.199088,-0.94457924,1.6518844
0,10.484865,1.6977738,-3.1271896
0,4.525586,0.681348,-1.3793002
0,5.850057,0.8853801,-1.7885278
0,-7.619052,-1.1223546,2.3686597
0,11.607891,1.612728,-3.142907
0,4.048579,0.60860825,-1.2285608
0,9.111922,1.4238282,-2.763157
0,2.9797995,0.4464186,-0.89131516
0,0.43708467,0.037327882,-0.074899435
0,-10.143553,-1.4916805,4.003837
0,4.500137,0.6772715,-1.3697212
0,-10.838714,-1.6328446,3.7969053
0,10.192457,1.6072899,-3.0724523
0,-11.275834,-1.7309463,3.2168136
0,-0.86292565,-0.15857907,0.29797736
0,3.3906434,0.5090726,-1.0217897
0,-11.405151,-1.7629642,2.8991332
0,8.224805,1.2806255,-2.5144417
0,-1.8834199,-0.20998922,0.36163402
0,1.8986237,0.27314597,-0.5405291
0,-8.474088,-1.2387669,3.0261555
0,-8.215716,-1.206185,2.798933
0,-5.002538,-0.7635975,1.2365532
0,11.711194,2.100852,-3.5113873
0,5.0357046,0.7592851,-1.5400715
0,11.04865,1.5813011,-3.4295437
0,-10.068381,-1.4771541,4.000235
0,5.315564,0.8012222,-1.6226773
0,-2.010678,-0.5523031,0.73234165
0,0.107683055,-0.014074358,0.024622956
0,-8.552734,-1.2486454,3.1040885
0,2.3836899,0.35439256,-0.7017995
0,4.288314,0.6442758,-1.3015326
0,1.4992983,0.20869331,-0.41121852
0,5.3026214,0.79868376,-1.619165
0,11.983156,1.8487544,-3.400555
0,-7.469205,-1.256804,2.2636786
0,2.435741,0.36005494,-0.71515894
0,-2.1006315,-0.12384598,0.77736676
0,-6.9683957,-0.8700028,1.9207332
0,-4.8971453,-0.7479701,1.204125
0,5.500536,0.83039534,-1.6812893
0,-10.844753,-1.634088,3.7927933
0,-11.406451,-1.7890867,1.6745415
0,-7.1100125,-1.0141616,1.8308675
0,2.5725489,0.38208586,-0.75962317
0,0.9102685,0.11232724,-0.22124821
0,3.479732,0.5224912,-1.0499332
0,-9.20849,-1.331592,3.6723528
0,4.8252764,0.72656214,-1.4710873
0,-2.2604063,-0.22388107,0.8470424
0,-2.1930335,-0.19899136,0.43719313
0,9.0824585,1.4189796,-2.7563176
0,10.2472515,1.6226239,-3.092901
0,-9.417417,-1.362955,3.8083985
0,1.044488,0.13408019,-0.26355314
0,11.090035,1.8333284,-3.0756586
0,0.17633878,-0.0035124975,0.0042275186
0,-2.2784019,-0.5271792,0.59718955
0,-9.148565,-1.3230001,3.637566
