,x,y,z,cluster
0,-9.15092,14.109911,4.774273,0
0,-19.960041,-3.5796084,-7.1727643,0
0,-4.6229143,-10.938235,6.4692326,0
0,-5.0670724,0.4765785,22.465239,0
0,-7.8304076,-19.458899,4.273733,0
0,15.829842,-4.274952,2.757671,0
0,-17.21274,-0.06891074,18.916456,0
0,6.566699,-1.0207671,-20.820282,0
0,7.738829,-20.930958,7.435324,0
0,-8.924765,-19.752209,-0.523563,0
0,0.2744022,-3.222074,9.332604,0
0,-5.056271,-2.7973986,-0.9588317,0
0,-8.088456,-2.0554485,-8.283361,0
0,12.161333,3.7894344,-2.984041,0
0,-3.9508924,7.977598,9.5332775,0
0,5.6162252,-10.473461,-6.3450594,0
0,0.49913272,0.13620916,20.078787,0
0,-19.39766,-10.589,-4.147718,0
0,5.906889,-1.1316438,-17.485542,0
0,15.7003145,0.0072030732,-16.312113,0
0,6.3844137,1.6561847,7.7062225,0
0,14.890448,-4.7997646,13.935137,0
0,15.892868,-3.1228876,14.858002,0
0,13.935875,-6.501386,-8.45672,0
0,1.4590038,-6.5589547,-4.361842,0
0,-9.135766,21.209837,-3.9747427,0
0,11.532009,8.80521,12.701099,0
0,-9.696826,-8.135627,12.020505,0
0,21.716257,0.7991297,-7.7798667,0
0,7.7740855,-20.91894,7.4350867,0
0,-11.356417,-12.591341,-4.9485517,0
0,9.321497,-11.863877,0.42771786,0
0,3.7508435,-22.226353,8.977023,0
0,19.797375,-1.7218989,0.6985208,0
0,-19.557514,-3.96685,1.8960842,0
0,-1.102795,20.8622,-4.74336,0
0,-0.98294336,-7.6494074,-5.604624,0
0,-12.182918,-13.661924,15.33124,0
0,-7.8658204,-18.972454,7.757881,0
0,3.1565857,8.21042,-0.6405524,0
0,1.2069812,24.536882,3.0232396,0
0,-10.759209,9.521613,-14.352372,0
0,-1.3088633,18.228054,9.810367,0
0,-1.4857032,-4.464357,5.310891,0
0,-0.54399914,-18.790617,-1.9575645,0
0,1.5390093,-19.334465,3.9963832,0
0,-9.065583,-0.8466477,17.68894,0
0,10.869405,8.89326,-12.763949,0
0,-8.5230055,-0.78052485,4.336471,0
0,-17.203642,3.0953221,-13.232853,0
0,-15.437697,15.576333,0.097277045,0
0,-2.6218565,2.010995,-24.574852,0
0,17.979311,-11.396732,-2.5722883,0
0,5.9761763,-1.0207328,-17.448532,0
0,3.82545,11.095862,1.1113082,0
0,-2.1643891,-14.401847,-2.4605172,0
0,0.41798368,23.18501,-6.1097746,0
0,-11.753464,-13.993135,15.318832,0
0,9.798476,3.3608963,0.6410235,0
0,5.780186,-10.197971,13.238501,0
0,20.887688,1.8366495,9.816237,0
0,6.5545835,-2.9391139,15.813853,0
0,-0.7435025,-7.55098,-5.404764,0
0,-12.705835,-11.575751,-10.158772,0
0,-0.20433551,13.55459,-8.659774,0
0,3.496212,-4.653948,-17.87621,0
0,13.968375,-6.4814816,-8.439429,0
0,0.7056718,7.288496,-21.958138,0
0,15.991833,-3.1299992,18.783274,0
0,-4.8061438,-3.0444243,-15.902729,0
0,3.9249885,9.627303,0.20797649,0
0,17.875517,0.4508566,9.769983,0
0,23.869867,5.5514383,-0.5894569,0
0,15.624564,-11.313029,-15.65379,0
0,15.468044,-1.3089619,-16.41658,0
0,1.0842704,8.87415,-21.350458,0
0,-2.4780247,-8.380559,-7.2406626,0
0,4.7573504,-22.05424,9.180822,0
0,-0.92510504,-16.305672,11.680195,0
0,-9.079464,15.691559,16.365929,0
0,9.967119,-4.336157,6.5625877,0
0,6.066325,13.193403,-16.81856,0
0,-7.798485,-21.08165,3.531647,0
0,10.546357,17.910183,1.3449568,0
0,1.542947,-6.183197,-4.189732,0
0,11.958969,3.783171,-2.7240329,0
0,-4.2321687,4.5640965,-15.872192,0
0,-0.25068146,-9.83114,-18.73279,0
1,16.086176,-2.9610295,16.403479,0
1,-19.209274,11.05279,7.4552097,0
0,11.626837,-2.1987128,5.595656,0
0,-7.4740763,5.6937113,-15.286198,0
0,9.035732,-2.3625743,-5.080375,0
0,18.562918,-2.556368,1.4929787,0
0,-0.74873185,-4.2405224,5.761085,0
0,8.675287,3.2953775,-16.687458,0
0,-7.0218306,-1.2902143,-7.77495,0
0,-8.770594,-20.50636,-6.1519265,0
0,-10.679793,15.631291,15.978959,0
0,13.274811,8.508066,-11.476301,0
0,4.229,-4.548926,20.976814,0
0,-7.7282987,-8.020748,-20.20678,0
0,-7.572652,7.221982,12.869857,0
0,3.4241173,-14.527563,8.421382,0
0,14.488548,-8.863024,-17.486969,0
0,6.8825526,15.052992,-9.461844,0
0,10.230096,18.612871,0.8287021,0
0,-4.1139956,-4.8433633,-1.8136944,0
0,9.172577,-3.4514058,-2.041544,0
0,6.486801,-10.934984,13.627826,0
0,-1.1695681,-16.993635,12.121091,0
0,-2.900752,1.5635917,7.8158584,0
0,18.532478,-0.33259416,-9.515625,0
0,21.578794,4.151982,7.3873253,0
0,-0.20404077,6.739679,-13.172512,0
0,2.7785578,0.9899954,-1.0977864,0
0,-17.332361,-7.6064906,-6.2458477,0
0,24.483698,4.9169755,0.06736952,0
0,5.9830375,-9.577256,12.227205,0
0,-22.08293,-0.92127275,7.8949046,0
0,-11.392156,-12.561134,-5.081363,0
0,11.09043,-3.640053,-2.935217,0
0,18.109978,0.28592846,11.352433,0
0,-7.3036265,9.382079,-18.346188,0
0,1.3155724,10.330349,8.610072,0
0,3.9822102,5.7023296,-9.543103,0
0,-7.91139,-5.3445754,-18.633507,0
0,-1.1507037,15.04888,13.5511465,0
0,4.9349923,7.9079914,19.63008,0
0,7.8047767,-1.8024297,-7.5207853,0
0,-10.568831,-17.086548,9.595603,0
0,-10.422962,15.273719,-4.452811,0
0,-8.015907,10.730595,3.042474,0
0,-10.997019,9.552903,-14.210653,0
0,9.210063,4.8266463,-4.073536,0
0,5.4855285,-10.0449505,13.284995,0
0,-7.3917165,9.508503,-18.278494,0
0,-1.1480883,-16.450123,-1.3937529,0
0,-0.66556805,15.774373,11.983967,0
0,-11.729124,4.0378976,-3.669611,0
0,-8.229631,-0.99104,3.5402637,0
0,13.641208,-18.593008,2.1978202,0
0,1.3316451,10.335909,8.606932,0
0,-7.4527135,-1.612118,-7.984685,0
0,0.43428946,1.4130244,-0.8769738,0
0,0.9439812,-17.839714,-7.076368,0
0,-18.42609,-6.121324,-6.519652,0
0,-0.4674848,-0.5596282,20.071531,0
0,-9.549501,15.684568,16.257498,0
0,9.559431,-18.578188,-6.5300364,0
0,8.386679,-5.282582,7.534939,0
0,-3.9016423,7.9836926,9.486102,0
0,19.94957,-1.6310444,0.60555166,0
0,-10.392864,15.377346,-4.505773,0
0,5.4156046,8.737858,19.41066,0
0,0.51983374,4.337981,-0.89592195,0
0,18.489763,-10.008979,-4.85926,0
0,-7.9382877,8.749581,2.3974738,0
0,2.8750272,-5.5849996,-3.7750785,0
0,1.2974528,9.861602,-21.01824,0
0,9.00038,-2.3300905,-5.175968,0
0,-17.494604,4.8999453,-13.832066,0
0,-20.010498,7.992541,-1.9082313,0
0,1.2696898,-20.779215,3.6365683,0
0,17.936005,8.796931,-10.62342,0
0,4.0724015,-6.621728,2.909071,0
0,-3.7267783,0.6198461,12.115429,0
0,14.259292,8.425348,-11.029082,0
0,-17.253403,2.839309,-12.993374,0
0,14.044641,-8.721091,-7.3102617,0
0,3.5173497,5.5123644,-10.443164,0
0,-3.9457984,7.206692,-5.6059914,0
0,18.808867,0.05769357,13.214845,0
0,14.3078985,11.648779,-2.3640504,0
0,14.039031,-8.521205,-7.381787,0
0,5.7409577,11.528565,-7.3492374,0
0,-19.166988,9.818179,-4.77133,0
0,11.01394,19.504635,11.103473,0
0,15.909414,14.084854,4.7630825,0
0,-1.1119058,-1.4587866,10.250124,0
0,15.036282,-4.5973673,14.397432,0
0,-11.883629,6.573435,-4.852558,0
0,-15.437385,15.578047,0.097028606,0
0,-16.627087,-9.729338,7.1743755,0
0,-12.938062,-16.239271,10.137932,0
0,-0.3041818,-3.8974612,6.786493,0
0,-16.070408,4.403218,3.3214037,0
0,-4.7233367,2.6658273,-6.3326755,0
0,-1.5031078,1.2847918,-24.902094,0
0,0.28541517,14.567575,1.8306168,0
0,-9.973962,14.666163,-5.037194,0
0,-0.8995215,-16.1347,11.633908,0
0,11.8061,-19.977024,5.301659,0
0,-11.161182,-12.274173,-4.381178,0
0,-13.794633,15.01114,15.142193,0
0,4.6259274,3.6361554,10.343526,0
0,9.910424,19.581121,0.17831713,0
0,-5.764695,-10.172986,-10.009061,0
0,0.21396005,-1.2022593,-10.636066,0
0,8.864679,9.94862,-14.285107,0
0,-9.055636,21.728466,-3.8736074,0
0,9.306123,3.4195695,-20.382256,0
0,-11.049025,-14.357338,15.592229,0
0,-8.998157,7.9136457,-14.817488,0
0,14.569417,-7.6872525,-17.327978,0
0,-18.142868,-13.756292,-0.18821312,0
0,13.840233,5.658816,7.2394457,0
0,18.118582,0.4657762,-8.625678,0
0,0.21068965,14.589569,1.8031017,0
0,6.6573787,12.346969,18.654196,0
0,6.7330065,-15.600114,-12.86772,0
0,-18.225737,-10.029823,-3.4618397,0
0,18.528215,7.6831813,-1.5207399,0
0,-18.061869,-14.538817,0.48662272,0
0,7.4167056,-9.697739,-7.9421244,0
0,-20.52976,-1.8925661,9.684834,0
0,3.9397578,10.476511,0.73037744,0
0,-2.4227087,6.9632506,7.1202044,0
0,6.0870557,-17.776686,-11.409335,0
0,6.560272,4.9916606,2.9038184,0
0,0.10648904,-17.99285,2.1412992,0
0,-7.8136992,-6.6389203,-19.341757,0
0,-14.131802,0.80295163,-17.19886,0
0,9.519236,2.9535134,1.8452656,0
0,1.1603748,-4.304144,4.5768123,0
0,4.649726,3.5993402,10.404425,0
0,0.4835831,19.485046,-13.755,0
0,5.916702,18.03018,7.263721,0
0,-9.97699,-7.0148993,13.036934,0
0,-16.299059,4.4386716,3.0398197,0
0,17.44973,-0.26209116,12.116649,0
0,-8.926705,-19.734676,-0.59489125,0
0,2.0231578,-13.965577,-16.59618,0
0,-6.5827217,-0.92677253,-7.548219,0
0,-6.998282,7.895077,1.490828,0
0,-10.895142,16.641832,-3.9765594,0
0,-11.711095,-5.383385,13.361967,0
0,5.359009,11.424171,-7.2717376,0
0,0.47710922,19.554045,-13.685435,0
0,-17.863422,-16.08397,1.7745626,0
0,11.8354025,12.405515,-2.8409517,0
0,-2.6728716,1.3016381,23.987919,0
0,0.045970418,-2.947745,9.441135,0
0,18.562565,13.45113,6.0487065,0
0,1.1080709,5.0662117,-1.7499236,0
0,6.3491197,-4.1324697,18.230017,0
0,-22.163147,-1.0434895,8.199544,0
0,10.303146,4.0183506,-1.9103409,0
0,13.678908,-4.0827355,4.110073,0
0,-0.20293309,13.554844,-8.660523,0
0,-1.9574947,-0.5789691,20.249329,0
0,1.4519907,-13.01857,20.15218,0
0,-6.0099463,-3.8977995,-17.144047,0
0,3.4862742,24.941645,2.48211,0
0,-4.8414245,-9.665601,-9.296302,0
0,6.086049,4.6600213,3.7232301,0
0,-3.5743773,21.745472,7.019218,0
0,3.6528647,5.6533923,-10.079784,0
0,14.918926,-8.134364,-6.705353,0
0,5.8079123,-15.774783,-13.363211,0
0,16.78601,8.245508,-9.971194,0
0,9.214257,9.374018,-13.95497,0
0,-12.41027,2.6705928,-3.1910071,0
0,17.599443,0.1819195,-6.540152,0
0,-9.663259,-8.160605,12.023361,0
0,-8.158132,9.014198,2.6271152,0
0,3.9014194,11.077444,-7.0017033,0
0,3.490151,-9.729361,2.7293792,0
0,17.133121,-14.906516,-0.24285181,0
0,-2.2099473,-10.640578,8.65497,0
0,16.90886,7.753159,-9.049191,0
0,3.2692797,-5.6503086,-20.94943,0
0,1.9983577,-4.111567,21.027878,0
0,-2.6102872,8.293014,18.90862,0
0,4.5736403,-9.497788,2.5096383,0
0,-7.221818,-0.37218308,-0.6494066,0
0,2.4618948,18.90767,-4.0867205,0
0,3.8557918,-5.074828,-22.350006,0
0,17.44083,-14.256836,-0.33729246,0
0,14.552395,-5.270739,12.711348,0
