,x,y,z
0,5.7770085,-1.597159,-7.818009
0,-4.5540085,-1.9855976,3.8959846
0,-1.2463763,6.42044,5.6027627
0,4.5116434,6.413804,0.4924286
0,-4.5001273,0.099464506,5.032529
0,-0.6652099,6.9232216,5.28248
0,5.9656963,1.268977,-5.2172403
0,2.537018,7.591047,3.4087126
0,-3.706861,2.542723,5.806696
0,-4.446109,0.29870299,5.118615
0,5.290483,5.205663,-1.2666695
0,5.6621056,-3.356136,-9.064773
0,-4.038431,-11.420349,-0.61939204
0,2.5963526,7.524149,2.4060695
0,5.5847735,4.405773,-2.2231338
0,-3.0696507,4.4366765,6.042051
0,4.383673,6.5355296,0.77784204
0,-4.5187273,-2.4807796,3.5977366
0,2.1630564,7.7644043,3.0590627
0,5.771613,1.7533381,-4.40906
0,3.340259,7.3389874,1.9135735
0,-4.3078914,-4.559504,2.8379173
0,-4.0986676,-4.639008,2.7428696
0,-3.2889478,4.0379176,6.154713
0,-2.7218943,4.6436152,6.1110888
0,5.775534,3.3874192,-3.1997435
0,-0.015732463,7.112127,5.03406
0,4.839506,6.2257137,-0.31398207
0,6.2552466,-2.9351094,-8.986974
0,-3.6725178,2.5953414,6.0743713
0,-1.8710606,5.826653,5.8547673
0,4.867832,6.0211797,-0.50633
0,-3.967277,2.311473,6.089892
0,-0.375568,6.9252605,5.39887
0,-4.5742745,-1.750113,3.9991665
0,-4.1099405,-5.4628515,2.0432248
0,-2.6863673,4.896873,6.0662813
0,-4.411007,-0.58942986,4.7678037
0,-4.5104294,-0.14991793,4.921256
0,5.8353667,-2.3495896,-9.002188
0,-5.423694,-11.554036,-0.6028465
0,6.1077175,2.6140046,-3.7495518
0,-5.9616194,-11.359303,-0.49117827
0,5.1699524,5.587303,-1.1670552
0,-4.160332,1.8004669,5.848923
0,-4.0330777,2.180278,5.6216617
0,4.671441,6.3380876,0.19215192
0,-3.6151638,-7.2309136,1.1693493
0,5.900432,-3.2090492,-9.642399
0,-4.382499,-0.9938351,4.4835277
0,5.753843,3.6769123,-2.900564
0,-3.2412164,-9.529993,0.12556604
0,-3.507553,3.4906974,6.2934804
0,2.1791067,7.652562,3.014213
0,5.882364,-2.5425262,-8.433955
0,-4.0212,1.7278742,5.6815267
0,-4.1812415,-5.366616,2.1212878
0,-4.5836616,-0.492892,4.6692333
0,2.9579363,7.421176,2.4539447
0,-4.3658767,-4.1217685,2.753009
0,-4.0909076,-4.6769266,2.0653524
0,3.883594,6.956203,1.3417573
0,-2.6574337,4.789485,6.081516
0,-2.070569,5.589829,5.9258485
0,-3.4535086,-10.740257,-0.37264705
0,1.8491589,7.6311193,3.277337
0,-3.3881788,4.0786705,6.289967
0,-3.248479,-9.85978,-0.010179077
0,-4.3008366,-4.1466875,2.2519083
0,5.9294415,-0.36694223,-6.713189
0,5.621471,-2.6615403,-8.490817
0,-4.5476713,-4.837153,2.4767613
0,6.141542,-1.2476963,-7.6543765
0,6.033409,1.6661162,-4.7625146
0,6.163199,1.9414809,-4.5685725
0,-3.2494771,-9.928699,-0.04038198
0,-2.5405402,5.14883,6.0350127
0,-4.110814,2.4532382,6.128121
0,-3.400379,-8.179013,0.73284054
0,-6.839352,-10.464144,-0.058218427
0,-0.9816142,6.6689863,5.4146924
0,-3.7039888,-6.8771486,1.3424902
0,-4.4490647,0.10499634,5.031692
0,-3.8660505,-6.1625566,1.67021
0,-2.8996649,4.6850305,6.0778766
0,2.9339294,7.7940283,2.7307396
0,5.7807784,2.3553188,-4.309433
0,1.7947167,7.640059,3.5698187
1,-3.865796,-4.2675533,2.3011663
1,-7.092283,-10.0432,0.1357655
0,-0.858723,6.8250403,5.26551
0,5.9068737,2.3421073,-3.895597
0,5.942248,0.5606343,-5.8113375
0,-0.55597156,7.0331926,5.2204175
0,5.1910815,5.557927,-1.0914309
0,2.449826,7.4919324,2.7803044
0,-3.972832,-11.371681,-0.60539675
0,-4.3450665,0.7640118,5.3133917
0,-6.8780484,-10.414506,-0.034955602
0,-61.33687,-11.243702,-22.334534
0,4.1925607,6.73568,0.89075667
0,5.9599442,-0.6892782,-7.05938
0,5.6865864,4.060307,-2.5768847
0,-3.4271977,-8.047272,0.79350865
0,6.0200095,1.530843,-4.869475
0,-3.362959,-10.476196,-0.2675786
0,-3.8524585,-6.252737,1.6240779
0,5.6792307,-2.9478135,-9.357524
0,5.941015,0.590784,-5.7451625
0,-4.1753454,-4.022886,2.5997381
0,-3.3983061,-8.179667,0.73456144
0,5.4760284,4.731667,-1.7413093
0,6.2623835,-3.0566747,-8.9998865
0,-4.1166945,-4.9615664,2.0504308
0,5.9603314,2.2404053,-4.501884
0,5.591166,-2.8083303,-8.838885
0,-4.542606,-2.2175503,3.7544699
0,5.8209233,-1.343187,-7.6100903
0,-4.357015,-3.9942374,2.763658
0,5.932777,0.8598094,-5.488356
0,-1.8736346,5.7982206,5.8586535
0,5.9427915,0.44011638,-5.8986645
0,-4.192317,-4.798836,2.6736178
0,5.928192,2.7247689,-4.2911634
0,5.6195197,4.2106166,-2.3618925
0,6.019275,2.0529609,-4.1592913
0,5.9297295,-0.56760335,-6.916007
0,-6.0888395,-11.275275,-0.4487449
0,0.43345383,7.332125,4.666745
0,5.936134,0.35632643,-5.99054
0,-4.572642,-0.35433447,4.9597836
0,5.7243085,3.2973137,-3.4996867
0,5.821892,-1.7110381,-8.090773
0,6.1424804,2.6539097,-3.761293
0,2.7781177,7.3300366,2.9110358
0,-4.5517106,-4.1217847,2.6314871
0,5.80363,2.7666445,-4.168191
0,-4.1132035,1.8940991,5.7720313
0,-6.0146837,-11.326222,-0.474625
0,-4.59808,-1.3992062,4.3323827
0,6.1172204,-3.3525372,-9.4262
0,-3.5200825,3.0916207,5.8480573
0,5.631385,4.217923,-2.3923645
0,-3.9957767,-11.389058,-0.61203146
0,5.991312,-2.5294168,-9.189139
0,-4.1655874,1.5435147,5.6337667
0,-4.546352,-2.1122768,3.8063629
0,4.31726,6.6572776,0.6641036
0,-6.855134,-10.444575,-0.048926823
0,0.92526776,7.4503865,4.312585
0,-0.97182554,6.5607853,5.581099
0,5.5833716,4.392801,-2.2182562
0,-0.34444007,6.872747,5.420516
0,5.7863636,3.2338586,-3.4716988
0,0.32075545,7.302659,4.7434435
0,6.155962,-2.5248206,-9.013543
0,-3.1835074,3.473832,6.2011123
0,6.1079698,-1.7667196,-8.158507
0,-2.6743906,4.5053444,6.1376
0,-3.2604003,-9.995969,-0.07018206
0,5.944713,0.50383145,-5.869008
0,-4.639274,-1.1041044,4.594953
0,-3.264285,-9.04728,0.33980978
