,x,y,z,cluster
0,8.442412,-0.80167335,-19.62233,0
0,-24.828785,-5.1019044,-19.774595,0
0,-23.55466,-12.491427,22.5094,0
0,11.652559,-2.048152,-6.9373727,0
0,22.50177,-20.6426,1.793845,0
0,-13.754596,-20.803429,7.794437,0
0,-27.54655,-1.3244873,3.9531615,0
0,9.567593,-9.598278,-5.9931383,0
0,2.019601,-15.71701,18.173492,0
0,17.602821,-25.11632,1.664069,0
0,14.313177,-20.434076,-25.47472,0
0,-6.409749,8.999267,18.625572,0
0,-18.243486,-11.610097,-7.028378,0
0,1.8876401,-8.153312,4.453286,0
0,-12.708292,-8.587585,11.959293,0
0,20.356411,4.3415084,-16.234999,0
0,12.667086,2.87916,-2.943496,0
0,-19.27909,7.502154,-23.630587,0
0,3.177573,-14.4545,-6.5007668,0
0,-24.148798,-20.981981,6.3061676,0
0,-0.870647,8.657187,12.5099,0
0,-1.4049172,-3.919096,20.322657,0
0,-1.4838914,-6.7864137,22.1214,0
0,-3.6355696,-1.95457,-0.20724104,0
0,25.086195,7.12247,-18.70488,0
0,7.625256,23.384089,-8.594267,0
0,-0.09290501,-18.1295,-21.445345,0
0,-18.359877,-6.9757447,31.688988,0
0,27.814667,13.863651,-8.1869755,0
0,2.9908261,-16.767292,20.205608,0
0,1.9683884,-3.839361,-8.660833,0
0,-21.077631,-2.3354278,-11.140607,0
0,3.6868515,-19.066309,11.094381,0
0,-8.7784,-26.697779,1.8310107,0
0,-22.626642,-6.1715746,-29.224344,0
0,11.609908,-2.1302347,9.571958,0
0,-1.1031783,6.5892262,-27.825596,0
0,-16.14241,-20.755795,24.283781,0
0,28.173302,-16.779455,4.2907953,0
0,-4.8172836,-12.186301,-16.455446,0
0,-6.4376383,31.394636,-16.057693,0
0,-20.628614,-27.472095,-9.108093,0
0,32.126316,-4.431134,-16.313972,0
0,-32.358223,-18.056913,4.7247953,0
0,-5.882221,-6.742786,-1.3147658,0
0,-0.65843064,-14.07155,11.162235,0
0,-8.432404,-8.706781,29.543417,0
0,-16.775127,13.999387,14.56009,0
0,-17.902868,10.825691,21.47859,0
0,-30.621475,-6.7047663,-5.043089,0
0,3.925299,-2.1286108,32.6884,0
0,-17.605082,-31.304121,-0.1956053,0
0,19.04251,-22.705303,23.720612,0
0,3.294767,-14.146671,-5.8349447,0
0,-6.0614834,-8.322695,-19.432343,0
0,-3.8822873,-8.237069,4.3589506,0
0,7.446081,-1.6285816,9.540835,0
0,-15.717076,-21.373518,24.535742,0
0,1.7682759,1.3564394,3.817698,0
0,-3.2664478,-1.6149977,16.751492,0
0,8.069411,-13.691451,25.579943,0
0,5.57272,9.256276,28.226307,0
0,-0.9299904,5.6846843,-29.229084,0
0,-1.4975578,-2.0195658,8.01838,0
0,9.195806,23.507154,0.008480274,0
0,3.8851278,-16.932066,-11.984645,0
0,-3.4066288,-1.8264948,0.8565906,0
0,-6.8418117,-37.064617,3.8724265,0
0,-6.2078023,-3.9895499,25.967638,0
0,-4.844277,-12.921303,-33.27105,0
0,-5.11248,-8.754439,-18.1783,0
0,3.622344,-9.838002,21.499193,0
0,20.220213,-6.9135337,-24.79067,0
0,-20.43088,-10.295587,8.663719,0
0,-22.872892,-17.301357,5.6243253,0
0,-2.7762432,-37.324455,5.052263,0
0,-2.078006,7.627205,-24.83618,0
