,x,y,z,cluster
0,-0.8352009,0.9979707,-11.436833,0
0,-5.629134,-2.5090554,-0.5178067,0
0,11.451862,-4.323395,-1.6206014,0
0,-2.3343306,-1.0895447,10.485587,0
0,-6.6966505,-9.673443,0.27581057,0
0,12.574333,-2.543595,0.30807152,0
0,-8.921131,3.6068203,-5.6077504,0
0,6.181007,1.1925076,8.166634,0
0,0.23175107,-11.691856,-1.2827067,0
0,-6.2286496,-10.04373,0.28495204,0
0,-7.3133183,2.2558925,8.033583,0
0,6.608205,1.589001,-11.335418,0
0,-2.8358529,7.9858713,0.18793662,0
0,3.8917615,0.5741731,7.387831,0
0,-9.500504,2.2503738,5.6512003,0
0,5.9085183,-9.599272,-3.2163177,0
0,-1.5994298,-1.5919721,10.190234,0
0,-4.127823,-2.344404,-0.79307175,0
0,6.2907376,1.2391014,7.659733,0
0,-10.413536,4.0388393,-3.777499,0
0,1.7612487,-0.93896735,7.5738344,0
0,0.9277387,-3.0429816,-2.521066,0
0,1.3576599,-3.0506601,-2.5400631,0
0,4.650153,-10.377898,-3.079088,0
0,6.5351286,-9.152369,-3.2347791,0
0,-11.625494,2.7246192,2.1676254,0
0,12.707501,-1.1539552,2.8034956,0
0,-4.285583,0.8334973,10.433761,0
0,4.904697,1.6876177,-11.80046,0
0,0.658839,-11.622832,-1.5012454,0
0,9.648511,-6.387096,-2.681654,0
0,-4.949017,1.4201725,10.156542,0
0,-0.41735935,-11.66403,-0.9220838,0
0,12.744773,-2.082755,0.98870474,0
0,-6.5325356,-2.8077629,-0.3996492,0
0,4.345989,-0.9574075,-3.1259403,0
0,7.0645695,-8.739789,-3.2110507,0
0,-8.04376,-7.768986,0.13891993,0
0,-7.2615805,-9.078366,0.24278797,0
0,3.1320457,1.5942096,-12.054076,0
0,-5.156184,9.402709,2.5832438,0
0,-11.819448,3.519161,-0.5630546,0
0,-5.254531,10.12071,3.9802723,0
0,-6.8354716,2.2077742,8.52631,0
0,-2.112248,-11.246485,-0.11856752,0
0,-1.1955914,-11.953895,-0.67932314,0
0,-2.9938574,-0.4921663,10.645259,0
0,7.2355957,3.2364335,-2.3712747,0
0,7.760365,1.4486406,-10.972562,0
