,x,y,z,cluster
0,2.6641526,2.3590841,-3.754483,0
0,-2.2277284,-2.0788615,1.0604508,0
0,1.405439,-2.636915,0.9662843,0
0,0.70994055,0.3735557,4.1548667,0
0,-1.8931371,-4.947856,-0.29995248,0
0,1.8519266,-2.9300497,1.9853039,0
0,-1.4817959,-0.5886314,-3.7438416,0
0,4.236402,0.31669968,1.3578964,0
0,0.97631323,-5.4848065,-1.0313237,0
0,-1.7169615,-5.043499,-0.33339497,0
0,-2.3428423,0.4692017,3.0721507,0
0,1.7214305,1.2446604,-1.1767079,0
0,-2.482301,4.3604727,-0.32585043,0
0,3.6795578,0.5343209,2.123674,0
0,-3.0437605,0.6381992,1.6063334,0
0,2.1190157,-3.2438169,-1.9456042,0
0,1.0621454,0.4083046,4.0736694,0
0,-1.7232393,-1.6126567,1.1729056,0
0,4.2475853,0.307858,1.3475474,0
0,-2.0707378,-0.2211931,-2.8444624,0
0,2.9122553,0.60968155,2.9607267,0
0,-0.20052502,0.47251508,1.2487496,0
0,-0.16125217,0.5504398,1.2529966,0
0,2.2354877,-4.071659,-1.99103,0
0,2.0578938,-3.060152,-1.8779981,0
0,-2.9116838,0.46874526,-0.48146218,0
0,2.7172575,-3.0131943,2.7476935,0
0,-0.3077483,0.30546427,4.177827,0
0,1.9973129,1.6390058,-1.2952781,0
0,1.1561996,-5.394209,-1.1506085,0
0,1.3885956,-2.3304126,-0.337777,0
0,-1.3454312,0.3221426,3.9075568,0
0,0.8249914,-5.5371404,-0.9376193,0
0,2.0103216,-2.9685059,2.1698332,0
0,-2.469288,-2.332053,0.96793514,0
0,2.2299566,4.010729,1.7660583,0
0,1.9366701,-2.8548107,-1.68022,0
0,-2.5898511,-4.330557,-0.056238152,0
0,-2.1246793,-4.775519,-0.23677619,0
0,2.932393,2.7633874,-2.6095424,0
0,-2.3768904,4.3466525,1.2955089,0
0,-2.569813,0.19942047,-1.5960362,0
0,-2.42676,4.2083025,2.0918424,0
0,-2.1779513,0.43189204,3.2782102,0
0,0.25886863,-5.601787,-0.7049824,0
0,0.61262906,-5.579673,-0.8391801,0
0,0.2872381,0.3394207,4.1986833,0
0,1.3399363,4.964622,-0.042366575,0
0,1.4767667,0.8860511,-1.0922033,0
0,-2.8838124,-3.6716084,0.26342216,0
0,-3.0592098,0.58379155,0.24625438,0
0,-4.1433225,2.993993,-2.3865106,0
0,2.1157827,-4.6189604,-1.8402123,0
0,4.2190475,0.32479104,1.3965498,0
0,2.917507,2.7397707,-2.7281244,0
0,0.1993123,-5.589752,-0.68566024,0
0,2.233582,3.9989305,1.7786348,0
0,-2.5663233,-4.355384,-0.06917472,0
0,3.485647,0.56473386,2.3508651,0
0,-0.5801405,-0.23710428,1.2265451,0
0,-0.05849613,0.74967015,1.2626786,0
0,2.1767926,0.5491894,3.5250902,0
0,2.0056639,-2.975487,-1.8036957,0
0,1.4597499,-2.3223238,-0.71131885,0
0,-2.9912748,3.9774475,-1.54731,0
0,4.441008,0.16387708,1.039457,0
0,2.2369368,-4.111427,-1.9899437,0
0,-3.8403165,3.2659585,-2.2696626,0
0,-0.26983908,0.3442114,1.2440108,0
0,0.6166374,-0.64597887,-4.8070765,0
0,2.9273198,2.7547777,-2.663361,0
0,-0.08364861,0.6993306,1.2585734,0
0,1.9616959,0.7060666,-4.5650415,0
0,-1.8161439,-0.41069406,-3.31603,0
0,-2.0753937,-0.21794155,-2.8348475,0
0,-3.7735002,3.3249524,-2.2370217,0
0,1.7127528,-2.5406528,-1.3280745,0
0,0.8570063,-5.5344996,-0.96194035,0
0,0.97253823,5.206353,-0.65060717,0
0,-2.5019262,4.037375,2.8791203,0
0,1.5957232,-2.8026311,1.5127845,0
0,1.5049578,4.838584,0.24824111,0
0,-1.8929032,-4.9434085,-0.29994267,0
0,1.8805486,4.4980607,0.9650612,0
0,2.063993,-3.0697906,-1.8837432,0
0,3.6604817,0.538523,2.144838,0
0,-2.3233175,-0.013099013,-2.2740655,0
0,4.6002126,0.010323273,0.76612854,0
1,-0.20928189,0.4616723,1.2490665,0
1,-2.5323923,3.972666,3.1771677,0
0,1.7012343,-2.868805,1.7389736,0
0,-2.4592638,0.10515167,-1.9143076,0
0,-0.58622,-0.8205523,-4.426999,0
0,2.0196447,-2.966928,2.1665294,0
0,-2.1553075,0.43088284,3.3014143,0
0,3.9441748,0.45634893,1.7789065,0
0,-2.5066848,4.342273,-0.42206407,0
0,-1.1488582,-5.3100033,-0.42203167,0
0,-2.5096314,4.0213885,2.9562964,0
0,1.2651975,5.0181017,-0.16860798,0
0,1.4068086,0.44956827,3.9466307,0
0,0.85844713,-0.5243756,-4.8277507,0
0,-3.1134052,0.6404433,0.8617113,0
0,0.9869967,5.1936045,-0.6283444,0
0,-1.757702,-0.44626236,-3.4029768,0
0,-3.2086053,3.8014133,-1.8185805,0
0,1.8496698,4.521566,0.90424657,0
0,1.8118942,1.3761866,-1.207723,0
0,-0.64171386,-0.8139044,-4.3957834,0
0,-0.5727734,-0.21903443,1.2282689,0
0,0.9739091,5.198716,-0.650616,0
0,-2.8005235,0.57510346,2.3456268,0
0,1.9751935,1.6089509,-1.278456,0
0,-0.032041535,0.7887273,1.2673565,0
0,-2.2052093,-0.112251684,-2.5549507,0
0,2.9327323,2.7654514,-2.4536684,0
0,-1.917919,-1.793184,1.1370167,0
0,1.9676442,0.718064,-4.5687575,0
0,-0.63177234,-0.32033503,1.2244402,0
0,-1.1349862,-0.7181668,-4.0728354,0
0,1.3875082,-2.3305132,-0.31485403,0
0,-0.5395473,-0.8246578,-4.453536,0
0,-0.105643466,0.66015136,1.2581776,0
0,-2.4550204,0.10175467,-1.927924,0
0,-3.0745316,0.6438188,1.4309561,0
0,-2.235092,-0.08765773,-2.4886522,0
0,0.7809747,-0.58843845,-4.8298917,0
0,-2.4396014,4.183751,2.2338042,0
0,3.5041282,-2.9153326,3.0880072,0
0,-0.4462645,-0.82734585,-4.4980655,0
0,-2.325337,-4.6035504,-0.17160608,0
0,-2.8489501,0.4255091,-0.70731,0
0,2.687161,2.416754,-3.70177,0
0,-2.5920124,0.21790196,-1.5349888,0
0,3.7770417,0.50947964,1.9938519,0
0,-0.57049847,-0.21302487,1.2274765,0
0,-2.493857,0.13414668,-1.8182507,0
0,0.29539192,-5.6000757,-0.7159222,0
0,-2.4333029,4.1990423,2.147172,0
0,-2.8199131,-2.9173877,0.679898,0
0,1.4831468,0.899004,-1.0966716,0
0,1.9274822,-4.971887,-1.6789459,0
0,-3.0726054,0.6440161,1.4187495,0
0,-2.5021243,4.3517704,-0.38865465,0
0,2.9398909,2.7738802,-2.4652548,0
0,-0.41968617,-5.498755,-0.5505036,0
0,-2.053472,-1.9167262,1.1063796,0
0,1.1059833,0.4116026,4.0592117,0
0,-2.5057554,4.031346,2.907697,0
0,4.9508886,-0.47115147,0.15758288,0
0,1.5252419,-2.7513552,1.3435665,0
0,-3.0407367,0.6383767,1.6106803,0
0,2.0014489,-2.9669807,2.1615014,0
0,-2.8509388,0.42344984,-0.7121375,0
0,3.345954,-2.9427996,3.0399404,0
0,2.937259,2.7767477,-2.5003505,0
0,2.16418,-4.4741282,-1.8964889,0
0,2.6980214,2.4339085,-3.6674464,0
0,2.0795865,-3.1003036,-1.90172,0
0,-3.7191193,3.371413,-2.2085247,0
0,-0.54353315,-0.825153,-4.4537444,0
0,-2.887916,-3.6487124,0.27664375,0
0,-4.7966123,2.3695555,-2.5090601,0
0,0.625051,-5.5784535,-0.8459513,0
0,1.1931115,5.065336,-0.29063332,0
0,-1.7488785,0.36340782,3.6641364,0
0,-2.7365446,0.5591107,2.4825945,0
0,1.2337762,5.0360327,-0.22561245,0
0,-2.8855772,-3.6541324,0.2727356,0
0,2.225421,-4.2105017,-1.9703847,0
0,-2.195991,-0.12110335,-2.5808754,0
0,-2.7698464,4.1497974,-1.1956986,0
0,-0.1301475,0.61116296,1.254529,0
